Test_Season,MAE,RMSE,R2,Within_3,Within_5
2022-23,8.630224418640136,10.930789487325509,-0.23008399604899665,30.0,40.0
2023-24,10.50343443552653,12.52736522447516,0.09738374539461525,16.666666666666664,26.666666666666668
2024-25,9.280850410461426,11.41636009176172,0.24400650960110404,13.333333333333334,26.666666666666668
