Season,Player,Tm,MP,WS/48,BPM,VORP
2016-17,Kris Dunn,MIN,1333.0,0.004,-2.8,-0.3
2016-17,Kris Humphries,ATL,689.0,0.115,-2.0,0.0
2016-17,Kristaps Porziņģis,NYK,2164.0,0.1,0.3,1.3
2016-17,Kyle Anderson,SAS,1020.0,0.127,1.8,1.0
2016-17,Kyle Korver,2TM,1753.0,0.1,0.0,0.9
2016-17,Kyle Lowry,TOR,2244.0,0.216,6.1,4.6
2016-17,Kyle O'Quinn,NYK,1229.0,0.151,1.9,1.2
2016-17,Kyle Singler,OKC,385.0,0.034,-4.3,-0.2
2016-17,Kyle Wiltjer,HOU,44.0,-0.039,-5.4,0.0
2016-17,Kyrie Irving,CLE,2525.0,0.17,3.4,3.4
2016-17,LaMarcus Aldridge,SAS,2335.0,0.149,0.8,1.7
2016-17,Lamar Patterson,ATL,40.0,-0.176,-11.4,-0.1
2016-17,Lance Stephenson,3TM,361.0,0.008,-4.0,-0.2
2016-17,Lance Thomas,NYK,968.0,0.046,-3.5,-0.4
2016-17,Langston Galloway,2TM,1495.0,0.04,-2.3,-0.1
2016-17,Larry Nance Jr.,LAL,1442.0,0.118,0.6,1.0
2016-17,Larry Sanders,CLE,13.0,-0.029,-15.0,0.0
2016-17,Lavoy Allen,IND,871.0,0.093,-1.7,0.1
2016-17,LeBron James,CLE,2794.0,0.221,7.6,6.7
2016-17,League Average,nan,,,,
2016-17,Leandro Barbosa,PHO,963.0,0.031,-2.5,-0.1
2016-17,Lou Williams,2TM,1994.0,0.148,3.9,3.0
2016-17,Luc Mbah a Moute,LAC,1787.0,0.084,-0.2,0.8
2016-17,Lucas Nogueira,TOR,1088.0,0.164,2.0,1.1
2016-17,Luis Scola,BRK,461.0,0.082,-2.9,-0.1
2016-17,Luke Babbitt,MIA,1065.0,0.081,-2.0,0.0
2016-17,Luol Deng,LAL,1486.0,0.029,-2.1,0.0
2016-17,Malachi Richardson,SAC,198.0,0.028,-4.8,-0.1
2016-17,Malcolm Brogdon,MIL,1982.0,0.1,-0.4,0.8
2016-17,Malcolm Delaney,ATL,1248.0,0.005,-5.6,-1.1
2016-17,Malik Beasley,DEN,165.0,0.057,-0.6,0.1
2016-17,Manny Harris,DAL,25.0,-0.364,-14.8,-0.1
2016-17,Manu Ginóbili,SAS,1291.0,0.11,1.4,1.1
2016-17,Marc Gasol,MEM,2531.0,0.145,5.2,4.6
2016-17,Marcelo Huertas,LAL,237.0,-0.025,-4.6,-0.2
2016-17,Marcin Gortat,WAS,2556.0,0.127,-0.8,0.8
2016-17,Marco Belinelli,CHO,1778.0,0.087,-1.1,0.4
2016-17,Marcus Georges-Hunt,ORL,48.0,0.107,-4.5,0.0
2016-17,Marcus Morris,DET,2565.0,0.072,-1.1,0.6
2016-17,Marcus Smart,BOS,2399.0,0.064,-1.3,0.4
2016-17,Marcus Thornton,WAS,575.0,0.042,-2.4,-0.1
2016-17,Mario Hezonja,ORL,960.0,-0.033,-5.0,-0.7
2016-17,Markieff Morris,WAS,2374.0,0.083,-1.5,0.3
2016-17,Marquese Chriss,PHO,1743.0,0.05,-2.2,-0.1
2016-17,Marreese Speights,LAC,1286.0,0.155,0.6,0.9
2016-17,Marshall Plumlee,NYK,170.0,0.048,-4.6,-0.1
2016-17,Marvin Williams,CHO,2295.0,0.105,0.0,1.1
2016-17,Mason Plumlee,2TM,2148.0,0.135,2.0,2.2
2016-17,Matt Barnes,2TM,1777.0,0.053,-1.4,0.3
2016-17,Matthew Dellavedova,MIL,1986.0,0.029,-4.2,-1.1
2016-17,Maurice Harkless,POR,2223.0,0.091,-0.6,0.8
2016-17,Maurice Ndour,NYK,331.0,0.059,-2.8,-0.1
2016-17,Metta World Peace,LAL,160.0,-0.061,-6.1,-0.2
2016-17,Meyers Leonard,POR,1222.0,0.053,-3.3,-0.4
2016-17,Michael Beasley,MIL,935.0,0.092,-0.8,0.3
2016-17,Michael Carter-Williams,CHI,846.0,0.013,-3.2,-0.3
2016-17,Michael Gbinije,DET,32.0,-0.136,-12.1,-0.1
2016-17,Michael Kidd-Gilchrist,CHO,2349.0,0.119,-0.7,0.7
2016-17,Mike Conley,MEM,2292.0,0.209,6.8,5.1
2016-17,Mike Dunleavy,2TM,841.0,0.086,-1.4,0.1
2016-17,Mike Miller,DEN,151.0,0.018,-1.5,0.0
2016-17,Mike Muscala,ATL,1237.0,0.132,1.1,1.0
2016-17,Mike Scott,ATL,195.0,-0.014,-5.5,-0.2
2016-17,Mike Tobey,CHO,25.0,-0.07,-9.5,0.0
2016-17,Miles Plumlee,2TM,484.0,0.045,-5.0,-0.4
2016-17,Mindaugas Kuzminskas,NYK,1016.0,0.055,-1.9,0.0
2016-17,Mirza Teletović,MIL,1133.0,0.025,-3.8,-0.5
2016-17,Monta Ellis,IND,1998.0,0.026,-2.9,-0.5
2016-17,Montrezl Harrell,HOU,1064.0,0.183,1.0,0.8
2016-17,Myles Turner,IND,2541.0,0.151,1.1,2.0
2016-17,Nemanja Bjelica,MIN,1190.0,0.059,-1.6,0.1
2016-17,Nenê,HOU,1198.0,0.165,0.8,0.8
2016-17,Nerlens Noel,2TM,1047.0,0.181,2.4,1.2
2016-17,Nick Collison,OKC,128.0,0.145,-0.2,0.1
2016-17,Nick Young,LAL,1556.0,0.098,-0.1,0.7
2016-17,Nicolas Batum,CHO,2617.0,0.084,0.8,1.9
2016-17,Nicolás Brussino,DAL,521.0,0.055,-1.6,0.1
2016-17,Nicolás Laprovíttola,SAS,174.0,0.044,-3.9,-0.1
2016-17,Nik Stauskas,PHI,2188.0,0.031,-2.8,-0.5
2016-17,Nikola Jokić,DEN,2038.0,0.228,7.3,4.8
2016-17,Nikola Mirotić,CHI,1679.0,0.107,0.7,1.1
2016-17,Nikola Vučević,ORL,2163.0,0.088,1.4,1.9
2016-17,Noah Vonleh,POR,1265.0,0.069,-3.9,-0.6
2016-17,Norman Powell,TOR,1368.0,0.097,-0.5,0.5
2016-17,Norris Cole,OKC,125.0,-0.033,-6.7,-0.1
2016-17,Okaro White,MIA,471.0,0.066,-3.1,-0.1
2016-17,Omri Casspi,3TM,643.0,0.038,-3.2,-0.2
2016-17,Otto Porter Jr.,WAS,2605.0,0.173,3.3,3.5
2016-17,P.J. Tucker,2TM,2236.0,0.078,-0.3,1.0
2016-17,Pascal Siakam,TOR,859.0,0.089,-2.4,-0.1
2016-17,Pat Connaughton,POR,316.0,0.09,-0.7,0.1
2016-17,Patricio Garino,ORL,43.0,-0.25,-17.9,-0.2
2016-17,Patrick Beverley,HOU,2058.0,0.123,1.1,1.6
2016-17,Patrick McCaw,GSW,1074.0,0.077,-2.4,-0.1
2016-17,Patrick Patterson,TOR,1599.0,0.1,0.1,0.8
2016-17,Patty Mills,SAS,1754.0,0.139,1.6,1.6
2016-17,Pau Gasol,SAS,1627.0,0.19,4.0,2.5
2016-17,Paul George,IND,2689.0,0.126,3.1,3.4
2016-17,Paul Millsap,ATL,2343.0,0.132,2.1,2.4
2016-17,Paul Pierce,LAC,277.0,0.015,-4.7,-0.2
2016-17,Paul Zipser,CHI,843.0,0.03,-4.4,-0.5
2016-17,Pierre Jackson,DAL,84.0,0.021,-4.4,-0.1
2016-17,Quincy Acy,2TM,558.0,0.082,-2.1,0.0
2016-17,Quinn Cook,2TM,188.0,0.047,-3.1,-0.1
2016-17,R.J. Hunter,CHI,9.0,-0.088,-9.0,0.0
2016-17,Rajon Rondo,CHI,1843.0,0.06,-0.5,0.7
2016-17,Rakeem Christmas,IND,219.0,0.099,-5.0,-0.2
2016-17,Ramon Sessions,CHO,811.0,0.055,-2.4,-0.1
2016-17,Randy Foye,BRK,1284.0,0.006,-4.4,-0.8
2016-17,Rashad Vaughn,MIL,458.0,-0.005,-3.6,-0.2
2016-17,Raul Neto,UTA,346.0,0.1,-0.1,0.2
2016-17,Raymond Felton,LAC,1700.0,0.055,-1.3,0.3
2016-17,Reggie Bullock,DET,467.0,0.101,0.3,0.3
2016-17,Reggie Jackson,DET,1424.0,0.065,-1.0,0.4
2016-17,Reggie Williams,NOP,79.0,0.098,-0.8,0.0
2016-17,Richard Jefferson,CLE,1614.0,0.063,-3.1,-0.4
2016-17,Richaun Holmes,PHI,1193.0,0.151,1.0,0.9
2016-17,Ricky Rubio,MIN,2469.0,0.119,0.9,1.8
2016-17,Robert Covington,PHI,2119.0,0.071,0.2,1.1
2016-17,Robin Lopez,CHI,2271.0,0.09,-2.2,-0.1
2016-17,Rodney Hood,UTA,1593.0,0.078,-0.9,0.4
2016-17,Rodney McGruder,MIA,1966.0,0.072,-1.9,0.0
2016-17,Rodney Stuckey,IND,696.0,-0.006,-4.4,-0.4
2016-17,Ron Baker,NYK,857.0,-0.008,-4.7,-0.6
2016-17,Rondae Hollis-Jefferson,BRK,1761.0,0.07,-1.3,0.3
2016-17,Ronnie Price,PHO,134.0,0.002,-3.4,0.0
2016-17,Roy Hibbert,2TM,682.0,0.129,-2.3,0.0
2016-17,Rudy Gay,SAC,1013.0,0.087,1.9,1.0
2016-17,Rudy Gobert,UTA,2744.0,0.25,4.4,4.4
2016-17,Russell Westbrook,OKC,2802.0,0.224,11.1,9.3
2016-17,Ryan Anderson,HOU,2116.0,0.117,-0.4,0.9
2016-17,Ryan Kelly,ATL,110.0,0.029,-3.1,0.0
2016-17,Salah Mejri,DAL,905.0,0.159,-0.7,0.3
2016-17,Sam Dekker,HOU,1419.0,0.104,-0.2,0.6
2016-17,Sasha Vujačić,NYK,408.0,0.014,-3.2,-0.1
2016-17,Sean Kilpatrick,BRK,1754.0,0.04,-2.3,-0.1
2016-17,Semaj Christon,OKC,973.0,0.006,-5.1,-0.8
2016-17,Serge Ibaka,2TM,2422.0,0.101,0.1,1.2
2016-17,Sergio Rodríguez,PHI,1518.0,0.023,-2.7,-0.3
2016-17,Seth Curry,DAL,2029.0,0.11,1.2,1.7
2016-17,Shabazz Muhammad,MIN,1516.0,0.086,-2.4,-0.1
2016-17,Shabazz Napier,POR,512.0,0.06,-0.4,0.2
2016-17,Shaun Livingston,GSW,1345.0,0.093,-2.5,-0.2
2016-17,Shawn Long,PHI,234.0,0.195,1.2,0.2
2016-17,Sheldon Mac,WAS,287.0,0.076,-2.3,0.0
2016-17,Shelvin Mack,UTA,1205.0,0.054,-2.3,-0.1
2016-17,Skal Labissière,SAC,612.0,0.099,-2.3,0.0
2016-17,Solomon Hill,NOP,2374.0,0.055,-2.7,-0.4
2016-17,Spencer Dinwiddie,BRK,1334.0,0.101,-1.0,0.4
2016-17,Spencer Hawes,2TM,797.0,0.102,0.5,0.5
2016-17,Stanley Johnson,DET,1371.0,0.012,-3.0,-0.3
2016-17,Stephen Curry,GSW,2638.0,0.229,6.9,5.9
2016-17,Stephen Zimmerman,ORL,108.0,-0.005,-8.3,-0.2
2016-17,Steve Novak,MIL,22.0,-0.075,-11.2,-0.1
2016-17,Steven Adams,OKC,2389.0,0.13,-0.2,1.1
2016-17,T.J. McConnell,PHI,2133.0,0.084,-1.0,0.5
2016-17,T.J. Warren,PHO,2048.0,0.096,-0.6,0.7
2016-17,Taj Gibson,2TM,1989.0,0.097,-1.5,0.2
2016-17,Tarik Black,LAL,1091.0,0.105,-3.2,-0.3
2016-17,Taurean Prince,ATL,981.0,0.054,-1.8,0.0
2016-17,Terrence Jones,2TM,1270.0,0.086,-0.6,0.5
2016-17,Terrence Ross,2TM,1955.0,0.086,-0.2,0.9
2016-17,Terry Rozier,BOS,1263.0,0.054,-1.4,0.2
2016-17,Thabo Sefolosha,ATL,1596.0,0.098,0.4,1.0
2016-17,Thaddeus Young,IND,2237.0,0.1,0.5,1.4
2016-17,Thomas Robinson,LAL,560.0,0.079,-2.1,0.0
2016-17,Thon Maker,MIL,562.0,0.113,-2.0,0.0
2016-17,Tiago Splitter,PHI,76.0,0.072,-4.3,0.0
2016-17,Tim Frazier,NOP,1525.0,0.075,-2.7,-0.3
2016-17,Tim Hardaway Jr.,ATL,2154.0,0.107,0.5,1.4
2016-17,Tim Quarterman,POR,80.0,-0.044,-2.8,0.0
2016-17,Timofey Mozgov,LAL,1104.0,0.048,-4.3,-0.7
2016-17,Timothé Luwawu-Cabarrot,PHI,1190.0,0.034,-4.6,-0.8
2016-17,Tobias Harris,DET,2567.0,0.128,1.6,2.3
2016-17,Tomáš Satoranský,WAS,719.0,0.04,-2.4,-0.1
2016-17,Toney Douglas,MEM,394.0,0.059,-1.5,0.1
2016-17,Tony Allen,MEM,1914.0,0.077,-1.0,0.5
2016-17,Tony Parker,SAS,1587.0,0.092,-2.6,-0.2
2016-17,Tony Snell,MIL,2336.0,0.071,-1.7,0.2
2016-17,Treveon Graham,CHO,189.0,0.108,-1.0,0.1
2016-17,Trevor Ariza,HOU,2773.0,0.104,1.0,2.1
2016-17,Trevor Booker,BRK,1754.0,0.086,-0.6,0.6
2016-17,Trey Burke,WAS,703.0,0.036,-3.0,-0.2
2016-17,Trey Lyles,UTA,1158.0,0.031,-2.2,-0.1
2016-17,Tristan Thompson,CLE,2336.0,0.149,-0.7,0.7
2016-17,Troy Daniels,MEM,1183.0,0.051,-1.8,0.0
2016-17,Troy Williams,2TM,557.0,0.032,-3.8,-0.3
2016-17,Ty Lawson,SAC,1732.0,0.088,-1.0,0.4
2016-17,Tyler Ennis,2TM,588.0,0.031,-3.2,-0.2
2016-17,Tyler Johnson,MIA,2178.0,0.128,1.4,1.8
2016-17,Tyler Ulis,PHO,1123.0,0.029,-2.4,-0.1
2016-17,Tyler Zeller,BOS,525.0,0.094,-2.4,0.0
2016-17,Tyreke Evans,2TM,788.0,0.045,0.4,0.5
2016-17,Tyson Chandler,PHO,1298.0,0.151,0.3,0.8
2016-17,Tyus Jones,MIN,774.0,0.096,0.2,0.4
2016-17,Udonis Haslem,MIA,130.0,0.074,-5.3,-0.1
2016-17,Victor Oladipo,OKC,2222.0,0.085,-0.5,0.8
2016-17,Vince Carter,MEM,1799.0,0.106,0.8,1.3
2016-17,Wade Baldwin,MEM,405.0,-0.041,-5.5,-0.3
2016-17,Wayne Ellington,MIA,1500.0,0.105,-0.1,0.7
2016-17,Wayne Selden,2TM,236.0,0.016,-5.5,-0.2
2016-17,Wesley Johnson,LAC,810.0,0.051,-2.0,0.0
2016-17,Wesley Matthews,DAL,2495.0,0.06,-0.8,0.8
2016-17,Will Barton,DEN,1705.0,0.093,0.2,1.0
2016-17,Willie Cauley-Stein,SAC,1421.0,0.1,-1.0,0.3
2016-17,Willie Reed,MIA,1031.0,0.168,-0.9,0.3
2016-17,Willy Hernangómez,NYK,1324.0,0.123,-0.3,0.6
2016-17,Wilson Chandler,DEN,2197.0,0.077,-1.0,0.5
2016-17,Yogi Ferrell,2TM,1197.0,0.072,-1.1,0.3
2016-17,Zach LaVine,MIN,1749.0,0.082,0.1,0.9
2016-17,Zach Randolph,MEM,1786.0,0.086,-0.5,0.7
2016-17,Zaza Pachulia,GSW,1268.0,0.178,0.6,0.8
2016-17,Álex Abrines,OKC,1055.0,0.096,-1.6,0.1
2016-17,Ömer Aşık,NOP,482.0,0.1,-3.7,-0.2
2017-18,Aaron Brooks,MIN,189.0,0.033,-3.8,-0.1
2017-18,Aaron Gordon,ORL,1909.0,0.072,0.3,1.1
2017-18,Aaron Harrison,DAL,233.0,-0.014,-7.5,-0.3
2017-18,Aaron Jackson,HOU,35.0,-0.017,-8.9,-0.1
2017-18,Abdel Nader,BOS,522.0,-0.014,-5.3,-0.4
2017-18,Adreian Payne,ORL,43.0,0.203,2.4,0.0
2017-18,Al Horford,BOS,2277.0,0.165,4.4,3.7
2017-18,Al Jefferson,IND,484.0,0.158,2.0,0.5
2017-18,Al-Farouq Aminu,POR,2072.0,0.097,0.4,1.3
2017-18,Alan Williams,PHO,70.0,-0.004,-5.0,-0.1
2017-18,Alec Burks,UTA,1059.0,0.084,-0.9,0.3
2017-18,Alec Peters,PHO,225.0,0.055,-2.8,0.0
2017-18,Alex Caruso,LAL,562.0,0.041,-2.9,-0.1
2017-18,Alex Len,PHO,1395.0,0.154,0.3,0.8
2017-18,Alex Poythress,IND,104.0,0.066,-5.1,-0.1
2017-18,Alfonzo McKinnie,TOR,53.0,0.084,-3.0,0.0
2017-18,Allen Crabbe,BRK,2197.0,0.07,-0.7,0.7
2017-18,Amir Johnson,PHI,1171.0,0.169,1.0,0.9
2017-18,Andre Drummond,DET,2625.0,0.188,3.2,3.4
2017-18,Andre Iguodala,GSW,1622.0,0.094,-0.3,0.7
2017-18,Andre Ingram,LAL,64.0,0.157,4.3,0.1
2017-18,Andre Roberson,OKC,1037.0,0.1,-0.1,0.5
2017-18,Andrew Bogut,LAL,216.0,0.094,-2.8,-0.1
2017-18,Andrew Harrison,MEM,1326.0,0.062,-1.5,0.2
2017-18,Andrew White,ATL,209.0,-0.034,-5.5,-0.2
2017-18,Andrew Wiggins,MIN,2979.0,0.033,-2.4,-0.3
2017-18,Ante Žižić,CLE,214.0,0.231,1.0,0.2
2017-18,Anthony Brown,MIN,4.0,0.571,30.5,0.0
2017-18,Anthony Davis,NOP,2727.0,0.241,6.7,5.9
2017-18,Anthony Tolliver,DET,1757.0,0.146,0.9,1.3
2017-18,Antonio Blakeney,CHI,314.0,-0.006,-5.2,-0.3
2017-18,Antonius Cleveland,2TM,123.0,-0.006,-5.2,-0.1
2017-18,Aron Baynes,BOS,1485.0,0.097,-2.9,-0.3
2017-18,Arron Afflalo,ORL,682.0,0.009,-5.4,-0.6
2017-18,Austin Rivers,LAC,2057.0,0.056,-1.2,0.4
2017-18,Avery Bradley,2TM,1433.0,-0.007,-4.0,-0.7
2017-18,Bam Adebayo,MIA,1368.0,0.148,-0.4,0.6
2017-18,Ben McLemore,MEM,1091.0,0.023,-3.9,-0.5
2017-18,Ben Moore,IND,9.0,0.072,-9.3,0.0
2017-18,Ben Simmons,PHI,2732.0,0.162,4.5,4.5
2017-18,Bismack Biyombo,ORL,1495.0,0.094,-2.4,-0.2
2017-18,Blake Griffin,2TM,1970.0,0.12,3.4,2.7
2017-18,Boban Marjanović,2TM,337.0,0.215,2.5,0.4
2017-18,Bobby Brown,HOU,115.0,-0.08,-7.2,-0.2
2017-18,Bobby Portis,CHI,1643.0,0.101,0.8,1.2
2017-18,Bogdan Bogdanović,SAC,2175.0,0.064,-1.5,0.3
2017-18,Bojan Bogdanović,IND,2464.0,0.105,-0.7,0.8
2017-18,Bradley Beal,WAS,2977.0,0.111,2.2,3.1
2017-18,Brandan Wright,2TM,381.0,0.163,2.1,0.4
2017-18,Brandon Ingram,LAL,1975.0,0.068,-1.2,0.4
2017-18,Brandon Jennings,MIL,205.0,0.026,-3.4,-0.1
2017-18,Brandon Paul,SAS,576.0,0.045,-3.5,-0.2
2017-18,Briante Weber,2TM,237.0,0.072,-1.3,0.0
2017-18,Brice Johnson,2TM,98.0,0.082,-0.4,0.0
2017-18,Brook Lopez,LAL,1735.0,0.105,0.9,1.3
2017-18,Bruno Caboclo,2TM,107.0,-0.021,-5.8,-0.1
2017-18,Bryn Forbes,SAS,1517.0,0.067,-3.1,-0.4
2017-18,Buddy Hield,SAC,2024.0,0.067,1.0,1.5
2017-18,C.J. Miles,TOR,1337.0,0.103,0.3,0.8
2017-18,C.J. Williams,LAC,707.0,0.051,-2.1,0.0
2017-18,CJ McCollum,POR,2923.0,0.108,1.2,2.4
2017-18,Caleb Swanigan,POR,189.0,-0.003,-5.5,-0.2
2017-18,Cameron Payne,CHI,582.0,0.063,-0.4,0.2
2017-18,Caris LeVert,BRK,1864.0,0.058,-0.8,0.6
2017-18,Carmelo Anthony,OKC,2501.0,0.071,-1.9,0.0
2017-18,Cedi Osman,CLE,672.0,0.064,-2.9,-0.1
2017-18,Chandler Parsons,MEM,691.0,0.077,0.8,0.5
2017-18,Channing Frye,2TM,695.0,0.101,-0.5,0.3
2017-18,Charles Cooke,NOP,38.0,-0.239,-14.4,-0.1
2017-18,Cheick Diallo,NOP,581.0,0.157,-1.2,0.1
2017-18,Chinanu Onuaku,HOU,22.0,-0.147,-14.7,-0.1
2017-18,Chris Boucher,GSW,1.0,-0.899,-33.1,0.0
2017-18,Chris McCullough,WAS,90.0,0.081,-1.8,0.0
2017-18,Chris Paul,HOU,1847.0,0.265,7.1,4.2
2017-18,Clint Capela,HOU,2034.0,0.242,3.4,2.8
2017-18,Cody Zeller,CHO,627.0,0.145,-1.2,0.1
2017-18,Cole Aldrich,MIN,49.0,-0.013,-7.5,-0.1
2017-18,Corey Brewer,2TM,1208.0,0.091,-1.3,0.2
2017-18,Cory Joseph,IND,2210.0,0.068,-1.5,0.3
2017-18,Courtney Lee,NYK,2310.0,0.082,-0.3,1.0
2017-18,Cristiano Felício,CHI,977.0,0.086,-3.9,-0.5
2017-18,D'Angelo Russell,BRK,1234.0,0.014,-1.2,0.3
2017-18,D.J. Augustin,ORL,1760.0,0.11,-0.2,0.8
2017-18,D.J. Wilson,MIL,71.0,0.054,-2.0,0.0
2017-18,Dakari Johnson,OKC,161.0,0.178,-0.3,0.1
2017-18,Damian Jones,GSW,89.0,0.031,-7.1,-0.1
2017-18,Damian Lillard,POR,2670.0,0.227,7.2,6.3
2017-18,Damien Wilkins,IND,152.0,-0.019,-6.1,-0.2
2017-18,Damion Lee,ATL,404.0,0.046,-1.9,0.0
2017-18,Damyean Dotson,NYK,474.0,0.06,-2.3,0.0
2017-18,Daniel Hamilton,OKC,28.0,0.169,2.3,0.0
2017-18,Daniel Theis,BOS,936.0,0.178,0.3,0.5
2017-18,Danilo Gallinari,LAC,671.0,0.088,-0.5,0.3
2017-18,Danny Green,SAS,1791.0,0.078,0.4,1.1
2017-18,Dante Cunningham,2TM,1562.0,0.074,-1.7,0.1
2017-18,Dante Exum,UTA,235.0,0.133,0.1,0.1
2017-18,Danuel House Jr.,PHO,403.0,0.066,-1.6,0.0
2017-18,Dario Šarić,PHI,2310.0,0.137,1.3,1.9
2017-18,Darius Miller,NOP,1944.0,0.075,-1.9,0.1
2017-18,Darrell Arthur,DEN,141.0,-0.011,-5.3,-0.1
2017-18,Darren Collison,IND,2018.0,0.181,2.7,2.4
2017-18,Darrun Hilliard,SAS,95.0,-0.015,-7.9,-0.1
2017-18,David Nwaba,CHI,1646.0,0.071,-2.5,-0.2
2017-18,David Stockton,UTA,9.0,0.459,7.9,0.0
2017-18,David West,GSW,999.0,0.168,3.1,1.3
2017-18,Davon Reed,PHO,242.0,-0.06,-6.4,-0.3
2017-18,De'Aaron Fox,SAC,2026.0,-0.014,-4.2,-1.1
2017-18,DeAndre Jordan,LAC,2424.0,0.186,1.4,2.1
2017-18,DeAndre Liggins,2TM,724.0,0.034,-2.5,-0.1
2017-18,DeAndre' Bembry,ATL,455.0,-0.04,-4.7,-0.3
2017-18,DeMar DeRozan,TOR,2711.0,0.17,2.8,3.2
2017-18,DeMarcus Cousins,NOP,1737.0,0.13,4.7,2.9
2017-18,DeMarre Carroll,BRK,2180.0,0.091,0.2,1.2
2017-18,Dejounte Murray,SAS,1743.0,0.087,0.5,1.1
2017-18,Delon Wright,TOR,1433.0,0.152,3.3,1.9
2017-18,Demetrius Jackson,2TM,80.0,-0.047,-5.2,-0.1
2017-18,Dennis Schröder,ATL,2078.0,0.059,-0.6,0.7
2017-18,Dennis Smith Jr.,DAL,2049.0,-0.017,-2.4,-0.2
2017-18,Denzel Valentine,CHI,2095.0,0.057,-1.0,0.5
2017-18,Derrick Favors,UTA,2153.0,0.179,1.5,1.9
2017-18,Derrick Jones Jr.,2TM,245.0,0.075,-2.7,0.0
2017-18,Derrick Rose,2TM,420.0,-0.018,-5.4,-0.4
2017-18,Derrick Walton,MIA,147.0,0.128,1.3,0.1
2017-18,Derrick White,SAS,139.0,0.17,2.3,0.2
2017-18,Derrick Williams,LAL,9.0,-0.191,-16.8,0.0
2017-18,Devin Booker,PHO,1865.0,0.063,0.9,1.4
2017-18,Devin Harris,2TM,1340.0,0.089,-1.8,0.1
2017-18,Devin Robinson,WAS,13.0,0.098,-2.1,0.0
2017-18,Dewayne Dedmon,ATL,1542.0,0.114,0.1,0.8
2017-18,Deyonta Davis,MEM,943.0,0.138,-1.5,0.1
2017-18,Dillon Brooks,MEM,2350.0,0.025,-4.0,-1.2
2017-18,Dion Waiters,MIA,918.0,0.004,-3.5,-0.4
2017-18,Dirk Nowitzki,DAL,1900.0,0.121,2.3,2.1
2017-18,Domantas Sabonis,IND,1810.0,0.126,-1.1,0.4
2017-18,Donovan Mitchell,UTA,2638.0,0.095,1.2,2.2
2017-18,Dorian Finney-Smith,DAL,448.0,0.015,-4.6,-0.3
2017-18,Doug McDermott,2TM,1768.0,0.063,-2.2,-0.1
2017-18,Dragan Bender,PHO,2069.0,0.001,-3.7,-0.9
2017-18,Draymond Green,GSW,2287.0,0.127,2.8,2.8
2017-18,Dwayne Bacon,CHO,713.0,-0.007,-4.7,-0.5
2017-18,Dwight Buycks,DET,427.0,0.027,-3.1,-0.1
2017-18,Dwight Howard,CHO,2463.0,0.132,-0.1,1.2
2017-18,Dwight Powell,DAL,1672.0,0.191,1.6,1.5
2017-18,Dwyane Wade,2TM,1536.0,0.036,-1.0,0.4
2017-18,Dāvis Bertāns,SAS,1086.0,0.135,1.6,1.0
2017-18,E'Twaun Moore,NOP,2586.0,0.081,-1.6,0.3
2017-18,Ed Davis,POR,1471.0,0.164,-0.6,0.5
2017-18,Edmond Sumner,IND,2.0,0.425,6.9,0.0
2017-18,Ekpe Udoh,UTA,810.0,0.187,3.1,1.1
2017-18,Elfrid Payton,2TM,1808.0,0.075,-0.2,0.8
2017-18,Emeka Okafor,NOP,353.0,0.14,-1.2,0.1
2017-18,Emmanuel Mudiay,2TM,1245.0,-0.002,-3.9,-0.6
2017-18,Enes Freedom,NYK,1830.0,0.198,2.2,1.9
2017-18,Eric Bledsoe,2TM,2322.0,0.116,2.5,2.6
2017-18,Eric Gordon,HOU,2154.0,0.105,0.4,1.3
2017-18,Eric Moreland,DET,805.0,0.135,0.5,0.5
2017-18,Erik McCree,UTA,8.0,-0.334,-13.7,0.0
2017-18,Ersan İlyasova,2TM,1729.0,0.112,-0.6,0.6
2017-18,Evan Fournier,ORL,1837.0,0.087,-0.6,0.7
2017-18,Evan Turner,POR,2034.0,0.061,-2.5,-0.3
2017-18,Frank Kaminsky,CHO,1835.0,0.094,-0.2,0.8
2017-18,Frank Mason III,SAC,984.0,0.027,-2.3,-0.1
2017-18,Frank Ntilikina,NYK,1706.0,-0.026,-5.0,-1.3
2017-18,Fred VanVleet,TOR,1520.0,0.149,2.4,1.7
2017-18,Furkan Korkmaz,PHI,80.0,-0.006,-7.6,-0.1
2017-18,Garrett Temple,SAC,1615.0,0.035,-2.5,-0.2
2017-18,Gary Harris,DEN,2304.0,0.114,0.8,1.7
2017-18,Gary Payton II,2TM,221.0,0.041,-3.9,-0.1
2017-18,George Hill,2TM,1812.0,0.085,-0.8,0.6
2017-18,Georges Niang,UTA,32.0,-0.029,-4.0,0.0
2017-18,Georgios Papagiannis,2TM,122.0,0.005,-4.1,-0.1
2017-18,Gerald Green,HOU,929.0,0.107,0.3,0.5
2017-18,Gian Clavell,DAL,64.0,0.042,-2.2,0.0
2017-18,Giannis Antetokounmpo,MIL,2756.0,0.207,6.2,5.7
2017-18,Glenn Robinson III,IND,338.0,0.088,-0.7,0.1
2017-18,Goran Dragić,MIA,2378.0,0.106,0.3,1.4
2017-18,Gordon Hayward,BOS,5.0,0.056,-7.4,0.0
2017-18,Gorgui Dieng,MIN,1333.0,0.105,-1.0,0.3
2017-18,Greg Monroe,3TM,1040.0,0.155,2.2,1.1
2017-18,Guerschon Yabusele,BOS,235.0,0.122,-1.2,0.0
2017-18,Harrison Barnes,DAL,2634.0,0.07,-0.5,1.0
