Season,Player,Tm,MP,WS/48,BPM,VORP
2014-15,A.J. Price,3TM,324.0,0.041,-1.4,0.0
2014-15,Aaron Brooks,CHI,1885.0,0.083,-0.8,0.5
2014-15,Aaron Gordon,ORL,797.0,0.06,-2.7,-0.2
2014-15,Adreian Payne,2TM,739.0,-0.033,-6.9,-0.9
2014-15,Al Horford,ATL,2318.0,0.179,4.1,3.6
2014-15,Al Jefferson,CHO,1992.0,0.113,1.6,1.8
2014-15,Al-Farouq Aminu,DAL,1366.0,0.115,0.7,1.0
2014-15,Alan Anderson,BRK,1744.0,0.075,-1.5,0.2
2014-15,Alec Burks,UTA,899.0,0.089,-1.7,0.1
2014-15,Alex Kirk,CLE,14.0,0.061,-6.0,0.0
2014-15,Alex Len,PHO,1518.0,0.107,-1.8,0.1
2014-15,Alexey Shved,3TM,767.0,0.135,2.9,0.9
2014-15,Alexis Ajinça,NOP,957.0,0.159,-0.3,0.4
2014-15,Allen Crabbe,POR,683.0,0.088,-0.8,0.2
2014-15,Alonzo Gee,2TM,662.0,0.086,-0.6,0.2
2014-15,Amar'e Stoudemire,2TM,1245.0,0.138,0.1,0.7
2014-15,Amir Johnson,TOR,1979.0,0.124,-0.1,0.9
2014-15,Anderson Varejão,CLE,636.0,0.145,0.6,0.4
2014-15,Andre Dawkins,MIA,22.0,-0.172,-12.8,-0.1
2014-15,Andre Drummond,DET,2502.0,0.147,-0.1,1.2
2014-15,Andre Iguodala,GSW,2069.0,0.117,0.9,1.5
2014-15,Andre Miller,2TM,1253.0,0.084,-2.1,0.0
2014-15,Andre Roberson,OKC,1286.0,0.079,-0.7,0.4
2014-15,Andrea Bargnani,NYK,785.0,0.058,-1.1,0.2
2014-15,Andrei Kirilenko,BRK,36.0,-0.058,-5.7,0.0
2014-15,Andrew Bogut,GSW,1583.0,0.159,2.4,1.8
2014-15,Andrew Nicholson,ORL,492.0,0.007,-4.9,-0.4
2014-15,Andrew Wiggins,MIN,2969.0,0.034,-2.4,-0.3
2014-15,Anthony Bennett,MIN,894.0,0.017,-3.9,-0.4
2014-15,Anthony Davis,NOP,2455.0,0.274,8.9,6.7
2014-15,Anthony Morrow,OKC,1806.0,0.151,1.8,1.7
2014-15,Anthony Tolliver,2TM,1432.0,0.092,-1.4,0.2
2014-15,Archie Goodwin,PHO,535.0,0.014,-3.4,-0.2
2014-15,Arinze Onuaku,MIN,68.0,0.197,1.4,0.1
2014-15,Aron Baynes,SAS,1122.0,0.166,-1.8,0.1
2014-15,Arron Afflalo,2TM,2502.0,0.05,-2.5,-0.3
2014-15,Austin Daye,2TM,344.0,-0.001,-4.2,-0.2
2014-15,Austin Rivers,2TM,1563.0,0.046,-2.8,-0.3
2014-15,Avery Bradley,BOS,2428.0,0.049,-2.2,-0.1
2014-15,Ben Gordon,ORL,790.0,0.015,-4.2,-0.4
2014-15,Ben McLemore,SAC,2670.0,0.045,-2.2,-0.2
2014-15,Beno Udrih,MEM,1494.0,0.115,0.5,0.9
2014-15,Bernard James,DAL,158.0,0.165,0.8,0.1
2014-15,Bismack Biyombo,CHO,1243.0,0.156,-1.1,0.3
2014-15,Blake Griffin,LAC,2356.0,0.183,4.0,3.6
2014-15,Bojan Bogdanović,BRK,1854.0,0.062,-1.7,0.1
2014-15,Boris Diaw,SAS,1984.0,0.088,-0.4,0.8
2014-15,Bradley Beal,WAS,2107.0,0.085,0.1,1.1
2014-15,Brandan Wright,3TM,1449.0,0.202,3.7,2.1
2014-15,Brandon Bass,BOS,1929.0,0.132,0.0,1.0
2014-15,Brandon Davies,2TM,423.0,0.028,-4.5,-0.3
2014-15,Brandon Jennings,DET,1173.0,0.136,3.3,1.6
2014-15,Brandon Knight,2TM,2035.0,0.106,1.6,1.9
2014-15,Brandon Rush,GSW,271.0,-0.056,-7.3,-0.4
2014-15,Brendan Haywood,CLE,119.0,0.008,-6.3,-0.1
2014-15,Brian Roberts,CHO,1330.0,0.064,-1.7,0.1
2014-15,Brook Lopez,BRK,2100.0,0.159,1.2,1.6
2014-15,Bruno Caboclo,TOR,23.0,-0.275,-18.2,-0.1
2014-15,Bryce Cotton,UTA,159.0,0.067,-2.2,0.0
2014-15,C.J. Miles,IND,1841.0,0.093,0.9,1.3
2014-15,C.J. Watson,IND,1422.0,0.135,1.3,1.2
2014-15,C.J. Wilcox,LAC,101.0,-0.024,-4.9,-0.1
2014-15,CJ McCollum,POR,973.0,0.089,-0.6,0.4
2014-15,Cameron Bairstow,CHI,64.0,-0.048,-9.0,-0.1
2014-15,Carl Landry,SAC,1192.0,0.112,-2.3,-0.1
2014-15,Carlos Boozer,LAL,1692.0,0.062,-1.7,0.1
2014-15,Carmelo Anthony,NYK,1428.0,0.097,3.0,1.8
2014-15,Caron Butler,DET,1623.0,0.07,-1.7,0.1
2014-15,Cartier Martin,DET,198.0,-0.053,-7.2,-0.3
2014-15,Chandler Parsons,DAL,2186.0,0.121,1.6,2.0
2014-15,Channing Frye,ORL,1870.0,0.053,-1.5,0.2
2014-15,Charlie Villanueva,DAL,678.0,0.096,1.5,0.6
2014-15,Chase Budinger,MIN,1286.0,0.049,-1.8,0.0
2014-15,Chris Andersen,MIA,1132.0,0.151,1.1,0.9
2014-15,Chris Bosh,MIA,1556.0,0.111,1.3,1.3
2014-15,Chris Copeland,IND,828.0,-0.008,-3.7,-0.4
2014-15,Chris Douglas-Roberts,LAC,103.0,0.02,-6.8,-0.1
2014-15,Chris Johnson,3TM,526.0,0.074,-1.7,0.0
2014-15,Chris Kaman,POR,1398.0,0.112,-0.8,0.4
2014-15,Chris Paul,LAC,2857.0,0.27,8.0,7.2
2014-15,Chuck Hayes,TOR,255.0,0.091,-1.0,0.1
2014-15,Cleanthony Early,NYK,647.0,-0.03,-5.2,-0.5
2014-15,Clint Capela,HOU,90.0,0.019,-5.4,-0.1
2014-15,Cody Zeller,CHO,1487.0,0.123,-0.6,0.5
2014-15,Cole Aldrich,NYK,976.0,0.107,0.3,0.6
2014-15,Corey Brewer,2TM,2087.0,0.071,-1.0,0.5
2014-15,Cory Jefferson,BRK,531.0,0.071,-3.0,-0.1
2014-15,Cory Joseph,SAS,1444.0,0.149,1.4,1.2
2014-15,Courtney Lee,MEM,2354.0,0.099,-0.5,0.9
2014-15,D.J. Augustin,2TM,1964.0,0.083,-1.2,0.4
2014-15,Dahntay Jones,LAC,123.0,0.013,-8.3,-0.2
2014-15,Damian Lillard,POR,2925.0,0.174,4.7,4.9
2014-15,Damjan Rudež,IND,1047.0,0.061,-2.3,-0.1
2014-15,Danilo Gallinari,DEN,1426.0,0.132,2.4,1.6
2014-15,Danny Granger,MIA,613.0,0.046,-3.9,-0.3
2014-15,Danny Green,SAS,2312.0,0.163,4.6,3.8
2014-15,Dante Cunningham,NOP,1652.0,0.047,-2.5,-0.2
2014-15,Dante Exum,UTA,1817.0,-0.003,-4.3,-1.1
2014-15,Darius Miller,NOP,43.0,-0.122,-11.3,-0.1
2014-15,Darius Morris,BRK,299.0,-0.068,-6.4,-0.3
2014-15,Darrell Arthur,DEN,988.0,0.042,-1.7,0.1
2014-15,Darren Collison,SAC,1565.0,0.116,2.1,1.6
2014-15,David Lee,GSW,904.0,0.168,0.9,0.7
2014-15,David Stockton,SAC,33.0,-0.014,-3.9,0.0
2014-15,David Wear,SAC,7.0,-0.11,-9.4,0.0
2014-15,David West,IND,1895.0,0.108,1.6,1.7
2014-15,DeAndre Jordan,LAC,2820.0,0.217,2.9,3.5
2014-15,DeJuan Blair,WAS,180.0,0.033,-8.4,-0.3
2014-15,DeMar DeRozan,TOR,2100.0,0.09,-0.9,0.6
2014-15,DeMarcus Cousins,SAC,2013.0,0.144,4.3,3.2
2014-15,DeMarre Carroll,ATL,2189.0,0.154,1.7,2.0
2014-15,Dennis Schröder,ATL,1516.0,0.08,-1.3,0.2
2014-15,Deron Williams,BRK,2114.0,0.083,0.2,1.2
2014-15,Derrick Favors,UTA,2280.0,0.175,2.5,2.6
2014-15,Derrick Rose,CHI,1530.0,0.038,-0.6,0.6
2014-15,Derrick Williams,SAC,1462.0,0.069,-2.0,0.0
2014-15,Devin Harris,DAL,1685.0,0.12,1.4,1.4
2014-15,Devyn Marble,ORL,208.0,-0.031,-4.8,-0.1
2014-15,Dewayne Dedmon,ORL,845.0,0.099,-3.5,-0.3
2014-15,Dion Waiters,2TM,2208.0,0.025,-3.3,-0.7
2014-15,Dirk Nowitzki,DAL,2282.0,0.152,2.2,2.4
2014-15,Donald Sloan,IND,1107.0,0.085,-0.1,0.5
2014-15,Donatas Motiejūnas,HOU,2037.0,0.11,-0.5,0.8
2014-15,Dorell Wright,POR,592.0,0.128,1.8,0.6
2014-15,Doug McDermott,CHI,321.0,-0.005,-6.0,-0.3
2014-15,Draymond Green,GSW,2490.0,0.163,3.5,3.5
2014-15,Drew Gooden,WAS,864.0,0.094,-1.4,0.1
2014-15,Drew Gordon,PHI,71.0,-0.093,-9.5,-0.1
2014-15,Dwight Buycks,LAL,123.0,0.027,-2.6,0.0
2014-15,Dwight Howard,HOU,1223.0,0.14,-0.4,0.5
2014-15,Dwight Powell,2TM,236.0,0.122,-1.0,0.1
2014-15,Dwyane Wade,MIA,1971.0,0.086,2.1,2.1
2014-15,E'Twaun Moore,CHI,504.0,0.08,-1.5,0.1
2014-15,Earl Barron,PHO,143.0,-0.011,-7.4,-0.2
2014-15,Earl Clark,BRK,93.0,-0.037,-6.5,-0.1
2014-15,Ed Davis,LAL,1840.0,0.164,1.5,1.6
2014-15,Ekpe Udoh,LAC,128.0,0.101,-1.2,0.0
2014-15,Elfrid Payton,ORL,2489.0,0.044,-1.2,0.5
2014-15,Elijah Millsap,UTA,924.0,0.02,-3.1,-0.3
2014-15,Elliot Williams,2TM,119.0,0.039,-2.8,0.0
2014-15,Elton Brand,ATL,486.0,0.07,-3.0,-0.1
2014-15,Enes Freedom,2TM,2135.0,0.145,-0.9,0.6
2014-15,Eric Bledsoe,PHO,2800.0,0.119,2.1,2.9
2014-15,Eric Gordon,NOP,2018.0,0.069,-1.0,0.5
2014-15,Eric Moreland,SAC,2.0,0.431,17.2,0.0
2014-15,Erick Green,DEN,410.0,0.0,-4.3,-0.2
2014-15,Ersan İlyasova,MIL,1319.0,0.146,1.1,1.0
2014-15,Evan Fournier,ORL,1661.0,0.059,-1.8,0.1
2014-15,Evan Turner,BOS,2260.0,0.054,-1.0,0.6
2014-15,Festus Ezeli,GSW,504.0,0.159,-1.8,0.0
2014-15,Francisco García,HOU,200.0,-0.044,-4.2,-0.1
2014-15,Furkan Aldemir,PHI,540.0,0.122,-3.6,-0.2
2014-15,Gal Mekel,NOP,43.0,-0.238,-11.3,-0.1
2014-15,Garrett Temple,WAS,735.0,0.1,0.6,0.5
2014-15,Gary Harris,DEN,719.0,-0.046,-5.3,-0.6
2014-15,Gary Neal,2TM,1193.0,0.023,-3.4,-0.5
2014-15,George Hill,IND,1267.0,0.203,5.3,2.3
2014-15,Gerald Green,PHO,1446.0,0.065,-0.3,0.6
2014-15,Gerald Henderson,CHO,2315.0,0.074,-1.4,0.4
2014-15,Gerald Wallace,BOS,286.0,0.014,-3.1,-0.1
2014-15,Giannis Antetokounmpo,MIL,2541.0,0.117,0.0,1.2
2014-15,Gigi Datome,2TM,209.0,0.095,1.2,0.2
2014-15,Glen Davis,LAC,904.0,0.072,-3.1,-0.3
2014-15,Glen Rice Jr.,WAS,43.0,-0.121,-15.9,-0.1
2014-15,Glenn Robinson III,2TM,261.0,0.012,-5.4,-0.2
2014-15,Goran Dragić,2TM,2640.0,0.123,0.8,1.8
2014-15,Gordon Hayward,UTA,2618.0,0.159,4.0,4.0
2014-15,Gorgui Dieng,MIN,2193.0,0.108,0.2,1.2
2014-15,Grant Jerrett,2TM,51.0,-0.128,-10.8,-0.1
2014-15,Greg Monroe,DET,2137.0,0.153,2.0,2.1
2014-15,Greg Smith,DAL,363.0,0.108,-2.6,-0.1
2014-15,Greg Stiemsma,TOR,66.0,0.05,-6.0,-0.1
2014-15,Greivis Vásquez,TOR,1991.0,0.066,-1.0,0.5
2014-15,Harrison Barnes,GSW,2318.0,0.139,0.1,1.2
2014-15,Hassan Whiteside,MIA,1142.0,0.221,4.1,1.8
2014-15,Hedo Türkoğlu,LAC,705.0,0.081,-0.2,0.3
2014-15,Henry Sims,PHI,1399.0,0.072,-2.8,-0.3
2014-15,Henry Walker,MIA,628.0,0.039,-2.0,0.0
2014-15,Hollis Thompson,PHI,1776.0,0.07,-1.8,0.1
2014-15,Ian Clark,2TM,192.0,0.05,-3.0,0.0
2014-15,Ian Mahinmi,IND,1146.0,0.09,-2.5,-0.1
2014-15,Iman Shumpert,2TM,1545.0,0.047,-0.9,0.4
2014-15,Isaiah Canaan,2TM,938.0,0.072,-0.8,0.3
2014-15,Isaiah Thomas,2TM,1726.0,0.169,3.2,2.3
2014-15,Ish Smith,2TM,832.0,-0.006,-2.5,-0.1
2014-15,J.J. Barea,DAL,1362.0,0.096,-0.3,0.6
2014-15,J.J. Hickson,DEN,1411.0,0.062,-2.7,-0.2
2014-15,J.R. Smith,2TM,2080.0,0.085,0.7,1.5
2014-15,JJ Redick,LAC,2409.0,0.134,1.3,2.0
2014-15,JaKarr Sampson,PHI,1131.0,0.025,-4.2,-0.6
2014-15,JaMychal Green,2TM,164.0,0.119,-1.3,0.0
2014-15,JaVale McGee,2TM,256.0,0.071,-2.8,-0.1
2014-15,Jabari Brown,LAL,568.0,0.033,-4.3,-0.3
2014-15,Jabari Parker,MIL,738.0,0.088,-0.5,0.3
2014-15,Jack Cooley,UTA,87.0,0.092,-5.7,-0.1
2014-15,Jae Crowder,2TM,1647.0,0.113,0.5,1.0
2014-15,Jamaal Franklin,DEN,13.0,-0.063,-5.6,0.0
2014-15,Jamal Crawford,LAC,1703.0,0.102,0.7,1.2
2014-15,Jameer Nelson,3TM,1407.0,0.047,-1.0,0.4
2014-15,James Ennis III,MIA,1051.0,0.088,-1.5,0.1
2014-15,James Harden,HOU,2981.0,0.265,8.8,8.1
2014-15,James Johnson,TOR,1370.0,0.143,2.4,1.5
2014-15,James Jones,CLE,669.0,0.11,-0.7,0.2
2014-15,James Michael McAdoo,GSW,137.0,0.177,-2.3,0.0
2014-15,James Young,BOS,332.0,0.047,-3.4,-0.1
2014-15,Jannero Pargo,CHO,73.0,0.113,1.8,0.1
2014-15,Jared Cunningham,LAC,89.0,-0.023,-8.1,-0.1
2014-15,Jared Dudley,MIL,1717.0,0.116,0.6,1.1
2014-15,Jared Sullinger,BOS,1566.0,0.123,1.1,1.2
2014-15,Jarnell Stokes,MEM,126.0,0.186,-1.1,0.0
2014-15,Jarrett Jack,BRK,2241.0,0.055,-1.1,0.5
2014-15,Jason Maxiell,CHO,878.0,0.074,-3.2,-0.3
2014-15,Jason Richardson,PHI,416.0,0.045,-1.3,0.1
2014-15,Jason Smith,NYK,1785.0,0.032,-3.8,-0.8
2014-15,Jason Terry,HOU,1641.0,0.104,0.5,1.0
2014-15,Jason Thompson,SAC,1991.0,0.057,-2.8,-0.4
2014-15,Jeff Adrien,MIN,215.0,0.087,-2.4,0.0
2014-15,Jeff Ayres,SAS,383.0,0.147,-2.2,0.0
2014-15,Jeff Green,2TM,2454.0,0.101,-0.2,1.2
2014-15,Jeff Taylor,CHO,430.0,0.034,-4.9,-0.3
2014-15,Jeff Teague,ATL,2228.0,0.166,2.9,2.8
2014-15,Jeff Withey,NOP,259.0,0.149,-0.5,0.1
2014-15,Jerami Grant,PHI,1377.0,0.019,-3.3,-0.5
2014-15,Jerel McNeal,PHO,36.0,-0.149,-9.1,-0.1
2014-15,Jeremy Evans,UTA,266.0,0.241,4.2,0.4
2014-15,Jeremy Lamb,OKC,633.0,0.123,1.6,0.6
2014-15,Jeremy Lin,LAL,1907.0,0.068,-0.4,0.8
2014-15,Jerome Jordan,BRK,383.0,0.156,-1.2,0.1
2014-15,Jerrelle Benimon,UTA,3.0,-0.215,-13.0,0.0
2014-15,Jerryd Bayless,MIL,1717.0,0.066,-2.1,0.0
2014-15,Jimmer Fredette,NOP,509.0,0.021,-4.7,-0.4
2014-15,Jimmy Butler,CHI,2513.0,0.214,4.6,4.2
2014-15,Joakim Noah,CHI,2049.0,0.13,2.1,2.1
2014-15,Jodie Meeks,DET,1462.0,0.103,-0.5,0.5
2014-15,Joe Harris,CLE,493.0,0.018,-5.6,-0.4
2014-15,Joe Ingles,UTA,1673.0,0.062,-1.2,0.3
2014-15,Joe Johnson,BRK,2791.0,0.07,-0.1,1.3
2014-15,Joel Anthony,DET,406.0,0.142,0.2,0.2
2014-15,Joel Freeland,POR,617.0,0.122,-2.6,-0.1
2014-15,Joey Dorsey,HOU,854.0,0.108,-3.1,-0.2
2014-15,Joffrey Lauvergne,DEN,268.0,0.012,-5.6,-0.2
2014-15,John Henson,MIL,1228.0,0.142,0.7,0.8
2014-15,John Jenkins,ATL,297.0,0.147,0.3,0.2
2014-15,John Lucas III,DET,272.0,0.058,-2.2,0.0
2014-15,John Salmons,NOP,270.0,0.017,-3.3,-0.1
2014-15,John Wall,WAS,2837.0,0.132,3.6,4.0
2014-15,Johnny O'Bryant,MIL,368.0,-0.063,-9.5,-0.7
2014-15,Jon Leuer,MEM,824.0,0.078,-2.8,-0.1
2014-15,Jonas Jerebko,2TM,1230.0,0.135,0.9,0.9
2014-15,Jonas Valančiūnas,TOR,2096.0,0.189,0.5,1.3
2014-15,Jordan Adams,MEM,248.0,0.073,1.4,0.2
2014-15,Jordan Clarkson,LAL,1476.0,0.078,0.2,0.8
2014-15,Jordan Farmar,LAC,529.0,0.053,-1.4,0.1
2014-15,Jordan Hamilton,LAC,122.0,0.059,-2.4,0.0
2014-15,Jordan Hill,LAL,1874.0,0.055,-2.2,-0.1
2014-15,Jorge Gutiérrez,2TM,175.0,0.088,-3.5,-0.1
2014-15,Josh McRoberts,MIA,296.0,0.07,-2.8,-0.1
2014-15,Josh Smith,2TM,2300.0,0.048,0.7,1.6
2014-15,José Calderón,NYK,1270.0,0.033,-3.0,-0.3
2014-15,Jrue Holiday,NOP,1303.0,0.124,2.8,1.6
2014-15,Julius Randle,LAL,14.0,-0.276,-15.1,0.0
2014-15,Justin Hamilton,2TM,712.0,0.102,-0.8,0.2
2014-15,Justin Holiday,GSW,657.0,0.092,-1.4,0.1
2014-15,Jusuf Nurkić,DEN,1103.0,0.069,-2.8,-0.2
2014-15,K.J. McDaniels,2TM,1352.0,0.02,-2.8,-0.3
2014-15,Kalin Lucas,MEM,6.0,-0.057,-4.7,0.0
2014-15,Kawhi Leonard,SAS,2033.0,0.204,5.9,4.1
2014-15,Kelly Olynyk,BOS,1423.0,0.12,0.4,0.8
2014-15,Kemba Walker,CHO,2119.0,0.101,2.3,2.3
2014-15,Kendall Marshall,MIL,417.0,0.088,-0.8,0.1
2014-15,Kendrick Perkins,2TM,1148.0,0.006,-5.4,-1.0
2014-15,Kenneth Faried,DEN,2086.0,0.13,-0.1,1.0
2014-15,Kent Bazemore,ATL,1324.0,0.057,-2.1,0.0
2014-15,Kentavious Caldwell-Pope,DET,2587.0,0.052,-1.7,0.2
2014-15,Kenyon Martin,MIL,104.0,0.086,-2.2,0.0
2014-15,Kevin Durant,OKC,913.0,0.252,10.0,2.8
2014-15,Kevin Garnett,2TM,952.0,0.096,0.7,0.7
2014-15,Kevin Love,CLE,2532.0,0.165,2.7,3.0
2014-15,Kevin Martin,MIN,1302.0,0.069,-0.7,0.4
2014-15,Kevin Séraphin,WAS,1235.0,0.066,-3.8,-0.6
2014-15,Khris Middleton,MIL,2378.0,0.135,1.6,2.2
2014-15,Kirk Hinrich,CHI,1610.0,0.03,-3.8,-0.7
2014-15,Klay Thompson,GSW,2455.0,0.172,4.4,4.0
2014-15,Kobe Bryant,LAL,1207.0,0.006,0.3,0.7
2014-15,Kosta Koufos,MEM,1348.0,0.118,-1.2,0.2
2014-15,Kostas Papanikolaou,HOU,795.0,0.029,-2.0,0.0
2014-15,Kris Humphries,WAS,1345.0,0.134,-1.0,0.3
2014-15,Kyle Anderson,SAS,358.0,0.044,-1.4,0.1
2014-15,Kyle Korver,ATL,2418.0,0.148,2.8,3.0
2014-15,Kyle Lowry,TOR,2414.0,0.141,3.0,3.1
2014-15,Kyle O'Quinn,ORL,824.0,0.091,-0.3,0.4
2014-15,Kyle Singler,2TM,1743.0,0.056,-2.1,0.0
2014-15,Kyrie Irving,CLE,2730.0,0.183,4.1,4.2
2014-15,LaMarcus Aldridge,POR,2512.0,0.165,2.9,3.1
2014-15,Lance Stephenson,CHO,1573.0,-0.026,-4.5,-1.0
2014-15,Lance Thomas,2TM,1490.0,-0.014,-5.6,-1.3
2014-15,Landry Fields,TOR,216.0,0.072,-0.1,0.1
2014-15,Langston Galloway,NYK,1457.0,0.043,-2.3,-0.1
2014-15,Larry Drew II,PHI,219.0,-0.087,-9.9,-0.4
2014-15,Larry Sanders,MIL,586.0,0.132,-1.0,0.2
2014-15,Lavoy Allen,IND,1070.0,0.127,0.0,0.6
2014-15,LeBron James,CLE,2493.0,0.199,7.1,5.7
2014-15,League Average,nan,,,,
2014-15,Leandro Barbosa,GSW,982.0,0.137,0.3,0.6
2014-15,Lester Hudson,LAC,56.0,0.141,4.1,0.1
2014-15,Lorenzo Brown,MIN,549.0,0.025,-2.5,-0.1
2014-15,Lou Amundson,2TM,937.0,0.017,-4.3,-0.5
2014-15,Lou Williams,TOR,2016.0,0.157,2.6,2.3
2014-15,Luc Mbah a Moute,PHI,1916.0,0.027,-2.8,-0.4
2014-15,Lucas Nogueira,TOR,23.0,-0.071,-10.5,0.0
2014-15,Luis Scola,IND,1659.0,0.126,-0.3,0.7
2014-15,Luke Babbitt,NOP,830.0,0.092,-0.4,0.3
2014-15,Luke Ridnour,ORL,683.0,0.042,-3.3,-0.2
2014-15,Luol Deng,MIA,2421.0,0.106,0.0,1.2
2014-15,Malcolm Lee,PHI,2.0,-0.527,-27.6,0.0
2014-15,Malcolm Thomas,PHI,194.0,0.023,-7.0,-0.2
2014-15,Manu Ginóbili,SAS,1587.0,0.111,1.7,1.5
2014-15,Marc Gasol,MEM,2687.0,0.182,5.1,4.8
2014-15,Marcin Gortat,WAS,2453.0,0.168,1.5,2.1
2014-15,Marco Belinelli,SAS,1388.0,0.1,-1.0,0.4
2014-15,Marcus Morris,PHO,2045.0,0.093,0.1,1.1
2014-15,Marcus Smart,BOS,1808.0,0.077,-0.5,0.7
2014-15,Marcus Thornton,2TM,721.0,0.083,1.2,0.6
2014-15,Mario Chalmers,MIA,2368.0,0.056,-2.5,-0.3
2014-15,Markel Brown,BRK,781.0,0.031,-2.6,-0.1
2014-15,Markieff Morris,PHO,2581.0,0.085,-0.3,1.1
2014-15,Marreese Speights,GSW,1207.0,0.158,-1.9,0.0
2014-15,Martell Webster,WAS,352.0,0.0,-5.6,-0.3
2014-15,Marvin Williams,CHO,2035.0,0.102,0.0,1.0
2014-15,Mason Plumlee,BRK,1743.0,0.131,0.1,0.9
2014-15,Matt Barnes,LAC,2271.0,0.091,-0.3,1.0
2014-15,Matt Bonner,SAS,935.0,0.11,-0.7,0.3
2014-15,Matthew Dellavedova,CLE,1380.0,0.067,-2.8,-0.3
2014-15,Maurice Harkless,ORL,674.0,0.021,-3.6,-0.3
2014-15,Meyers Leonard,POR,847.0,0.158,0.6,0.6
2014-15,Michael Beasley,MIA,505.0,-0.007,-4.5,-0.3
2014-15,Michael Carter-Williams,2TM,2149.0,0.017,-1.1,0.5
2014-15,Michael Kidd-Gilchrist,CHO,1587.0,0.114,-0.5,0.6
2014-15,Mike Conley,MEM,2225.0,0.147,2.8,2.7
2014-15,Mike Dunleavy,CHI,1838.0,0.108,0.0,0.9
2014-15,Mike Miller,CLE,701.0,0.028,-3.4,-0.2
2014-15,Mike Muscala,ATL,502.0,0.179,0.1,0.3
2014-15,Mike Scott,ATL,1123.0,0.115,-0.5,0.4
2014-15,Miles Plumlee,2TM,1194.0,0.103,-0.6,0.4
2014-15,Miroslav Raduljica,MIN,23.0,-0.057,-15.0,-0.1
2014-15,Mirza Teletović,BRK,892.0,0.026,-1.7,0.1
2014-15,Mitch McGary,OKC,485.0,0.127,-1.9,0.0
2014-15,Mo Williams,2TM,1980.0,0.052,-0.8,0.6
2014-15,Monta Ellis,DAL,2699.0,0.065,-0.1,1.3
2014-15,Nate Robinson,2TM,591.0,0.021,-3.0,-0.1
2014-15,Nate Wolters,2TM,247.0,-0.036,-5.8,-0.2
2014-15,Nazr Mohammed,CHI,128.0,0.04,-4.5,-0.1
2014-15,Nenê,WAS,1693.0,0.086,-0.8,0.5
2014-15,Nerlens Noel,PHI,2311.0,0.083,-0.3,1.0
2014-15,Nick Calathes,MEM,838.0,0.065,0.0,0.4
2014-15,Nick Collison,OKC,1101.0,0.097,-1.0,0.3
2014-15,Nick Johnson,HOU,262.0,-0.02,-6.5,-0.3
2014-15,Nick Young,LAL,1000.0,0.058,-1.3,0.2
2014-15,Nicolas Batum,POR,2380.0,0.105,2.1,2.4
2014-15,Nik Stauskas,SAC,1127.0,0.021,-3.3,-0.4
2014-15,Nikola Mirotić,CHI,1654.0,0.165,2.3,1.8
2014-15,Nikola Peković,MIN,815.0,0.069,-2.0,0.0
2014-15,Nikola Vučević,ORL,2529.0,0.133,0.9,1.8
2014-15,Noah Vonleh,CHO,259.0,0.085,-3.1,-0.1
2014-15,Norris Cole,2TM,1831.0,0.036,-2.8,-0.4
2014-15,O.J. Mayo,MIL,1697.0,0.079,-0.6,0.6
2014-15,Ognjen Kuzmić,GSW,72.0,0.171,-1.4,0.0
2014-15,Omri Casspi,SAC,1416.0,0.091,-0.8,0.4
2014-15,Otto Porter Jr.,WAS,1432.0,0.092,-0.5,0.6
2014-15,P.J. Hairston,CHO,687.0,0.022,-2.9,-0.1
2014-15,P.J. Tucker,PHO,2383.0,0.098,0.4,1.4
2014-15,Pablo Prigioni,2TM,1197.0,0.092,0.0,0.6
2014-15,Patrick Beverley,HOU,1727.0,0.096,0.1,0.9
2014-15,Patrick Christopher,UTA,29.0,-0.15,-15.0,-0.1
2014-15,Patrick Patterson,TOR,2156.0,0.137,2.5,2.4
2014-15,Patty Mills,SAS,801.0,0.087,-0.3,0.4
2014-15,Pau Gasol,CHI,2681.0,0.187,3.5,3.7
2014-15,Paul George,IND,91.0,-0.008,-2.2,0.0
2014-15,Paul Millsap,ATL,2390.0,0.166,3.4,3.3
2014-15,Paul Pierce,WAS,1914.0,0.138,1.5,1.7
2014-15,Pero Antić,ATL,1037.0,0.07,-4.1,-0.6
2014-15,Perry Jones,OKC,631.0,0.015,-4.4,-0.4
2014-15,Phil Pressey,BOS,600.0,0.06,-1.2,0.1
2014-15,Quincy Acy,NYK,1287.0,0.063,-3.1,-0.3
2014-15,Quincy Miller,2TM,119.0,-0.03,-3.8,-0.1
2014-15,Quincy Pondexter,2TM,1793.0,0.078,-2.1,0.0
2014-15,Rajon Rondo,2TM,2018.0,0.037,-0.8,0.6
2014-15,Ramon Sessions,2TM,1188.0,0.044,-2.7,-0.2
2014-15,Randy Foye,DEN,1087.0,0.045,-1.2,0.2
2014-15,Rasual Butler,WAS,1505.0,0.084,-0.8,0.4
2014-15,Ray McCallum,SAC,1436.0,0.045,-2.0,0.0
2014-15,Raymond Felton,DAL,281.0,0.039,-1.4,0.0
2014-15,Reggie Bullock,2TM,338.0,0.019,-3.2,-0.1
2014-15,Reggie Evans,SAC,764.0,0.074,-2.4,-0.1
2014-15,Reggie Jackson,2TM,2268.0,0.104,1.1,1.8
2014-15,Reggie Williams,SAS,105.0,0.083,-3.0,0.0
2014-15,Richard Jefferson,DAL,1244.0,0.088,-0.8,0.4
2014-15,Ricky Ledo,2TM,244.0,-0.112,-8.1,-0.4
