ENTRY,Season,Player,Age,Team(s),LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
1240,2017-18,Tyreke Evans,28,MEM,3.67,1.12,2.21,-1.1
1241,2017-18,Ricky Rubio,27,UTA,6.46,2,0.23,1.77
1242,2017-18,Stephen Curry,29,GSW,8.65,5.91,6.14,-0.23
1243,2017-18,DeMar DeRozan,28,TOR,10.09,3.32,4.05,-0.73
1244,2017-18,James Johnson,30,MIA,2.49,-0.39,-0.17,-0.22
1245,2017-18,Jrue Holiday,27,NOP,8.12,1.86,1.5,0.36
1246,2017-18,Jeff Teague,29,MIN,5.31,1.14,1.22,-0.08
1247,2017-18,Darren Collison,30,IND,4.58,1.09,0.78,0.31
1248,2017-18,Omri Casspi,29,GSW,0.61,-1.08,-1.2,0.12
1249,2017-18,Taj Gibson,32,MIN,4.16,-0.02,-0.02,0
1250,2017-18,DeMarre Carroll,31,BRK,3.7,0.23,0.05,0.18
1251,2017-18,Wayne Ellington,30,MIA,2.54,-0.45,1.01,-1.46
1252,2017-18,Dante Cunningham,30,NOP/BRK,1.09,-1.27,-1.22,-0.05
1253,2017-18,Jonas Jerebko,30,UTA,1.15,-0.79,-0.62,-0.17
1254,2017-18,Jodie Meeks,30,WAS,1.23,-0.66,0.56,-1.22
1255,2017-18,Danny Green,30,SAS,3.26,0.42,-0.84,1.25
1256,2017-18,Patty Mills,29,SAS,3.72,0.34,0.93,-0.59
1257,2017-18,Garrett Temple,31,SAC,0.85,-1.53,-1.53,0
1258,2017-18,Wesley Matthews,31,DAL,2.2,-0.77,-0.65,-0.11
1259,2017-18,John Wall,27,WAS,3.66,1.59,1.93,-0.34
1260,2017-18,Evan Turner,29,POR,0.59,-1.89,-1.72,-0.17
1261,2017-18,Derrick Favors,26,UTA,4.83,1.05,-0.59,1.64
1262,2017-18,Wesley Johnson,30,LAC,1.69,-0.6,-2.12,1.51
1263,2017-18,DeMarcus Cousins,27,NOP,6.19,3.07,1.4,1.67
1264,2017-18,Ekpe Udoh,30,UTA,1.5,0.46,-2.24,2.7
1265,2017-18,Greg Monroe,27,MIL/PHO/BOS,1.48,-0.18,-0.47,0.29
1266,2017-18,Al-Farouq Aminu,27,POR,4.46,0.92,-0.13,1.04
1267,2017-18,Paul George,27,OKC,8.75,2.24,1.94,0.3
1268,2017-18,Ed Davis,28,POR,2.55,0.28,-0.81,1.09
1269,2017-18,Patrick Patterson,28,OKC,1.06,-1.06,-1.41,0.34
1270,2017-18,Luke Babbitt,28,ATL/MIA,0.54,-1.18,-0.87,-0.31
1271,2017-18,Eric Bledsoe,28,PHO/MIL,5.89,1.5,2.1,-0.6
1272,2017-18,Avery Bradley,27,DET/LAC,1.29,-0.97,-1.02,0.05
1273,2017-18,Trevor Booker,30,BRK/PHI/IND,1.41,-0.48,-0.88,0.4
1274,2017-18,Hassan Whiteside,28,MIA,4.17,2.28,0.22,2.06
1275,2017-18,Nemanja Bjelica,29,MIN,1.29,-0.9,-0.64,-0.26
1276,2017-18,Lance Stephenson,27,IND,1.63,-0.99,-0.3,-0.69
1277,2017-18,Ish Smith,29,DET,2.08,-0.79,-0.35,-0.43
1278,2017-18,Lance Thomas,29,NYK,-0.57,-2.98,-3.02,0.05
1279,2017-18,Kyrie Irving,25,BOS,6.01,2.37,3.68,-1.3
1280,2017-18,Enes Freedom,25,NYK,3.81,0.81,0.78,0.03
1281,2017-18,Tristan Thompson,26,CLE,1.11,-0.76,-1.02,0.26
1282,2017-18,Jonas Valančiūnas,25,TOR,3.77,0.96,0.7,0.26
1283,2017-18,Bismack Biyombo,25,ORL,0.51,-1.81,-2.21,0.41
1284,2017-18,Kemba Walker,27,CHO,9.09,2.7,3.41,-0.71
1285,2017-18,Klay Thompson,27,GSW,3.85,0,1.07,-1.08
1286,2017-18,Alec Burks,26,UTA,0.71,-1.31,-0.86,-0.45
1287,2017-18,Markieff Morris,28,WAS,1.87,-0.89,-1.11,0.22
1288,2017-18,Marcus Morris Sr.,28,BOS,0.96,-1.32,0.06,-1.38
1289,2017-18,Nikola Vučević,27,ORL,4.04,1.29,0.06,1.23
1290,2017-18,Tobias Harris,25,DET/LAC,5.01,0.51,1.03,-0.52
1291,2017-18,Nikola Mirotic,26,CHI/NOP,3.74,1.45,1.67,-0.23
1292,2017-18,Reggie Jackson,27,DET,2.6,0.94,1.28,-0.34
1293,2017-18,Cory Joseph,26,IND,2.3,-0.75,-0.55,-0.21
1294,2017-18,Jimmy Butler,28,MIN,8.71,3.8,3.1,0.69
1295,2017-18,Bojan Bogdanović,28,IND,2.3,-0.92,-0.31,-0.6
1296,2017-18,Shelvin Mack,27,ORL,1.27,-0.92,-0.22,-0.7
1297,2017-18,Chandler Parsons,29,MEM,0.52,-1.18,-0.33,-0.85
1298,2017-18,Davis Bertans,25,SAS,1.82,0.19,-0.05,0.24
1299,2017-18,DeAndre Liggins,29,MIL/NOP,0.25,-1.81,-2.78,0.97
1300,2017-18,E'Twaun Moore,28,NOP,0.85,-1.83,-0.71,-1.12
1301,2017-18,Isaiah Thomas,28,CLE/LAL,0.34,-1.73,0.8,-2.54
1302,2017-18,Anthony Davis,24,NOP,11.71,4.23,2.99,1.24
1303,2017-18,Michael Kidd-Gilchrist,24,CHO,2.98,0.1,-0.91,1.01
1304,2017-18,Bradley Beal,24,WAS,5.89,0.65,1.87,-1.22
1305,2017-18,Dion Waiters,26,MIA,0.08,-2.2,-1.16,-1.03
1306,2017-18,Damian Lillard,27,POR,11.29,4.13,4.59,-0.47
1307,2017-18,Terrence Ross,26,ORL,0.18,-1.88,-1.59,-0.29
1308,2017-18,Andre Drummond,24,DET,8.31,2.46,-0.06,2.51
1309,2017-18,Harrison Barnes,25,DAL,1.84,-1.27,-0.55,-0.71
1310,2017-18,Austin Rivers,25,LAC,2.33,-0.62,0.57,-1.19
1311,2017-18,Jeremy Lamb,25,CHO,3.67,0.48,0.71,-0.23
1312,2017-18,John Henson,27,MIL,3.77,0.56,-0.34,0.9
1313,2017-18,Maurice Harkless,24,POR,0.93,-1.21,-2.03,0.82
1314,2017-18,Tyler Zeller,28,BRK/MIL,1.36,-0.48,-1.23,0.74
1315,2017-18,Evan Fournier,25,ORL,1.05,-1.46,-0.03,-1.43
1316,2017-18,Miles Plumlee,29,ATL,0,-2.33,-3.45,1.13
1317,2017-18,Tomas Satoransky,26,WAS,2.4,-0.12,0.02,-0.14
1318,2017-18,Jae Crowder,27,CLE/UTA,2.45,-0.55,-0.18,-0.37
1319,2017-18,Draymond Green,27,GSW,7.47,2.61,0.63,1.98
1320,2017-18,Quincy Acy,27,BRK,0.73,-1.51,-1.56,0.05
1321,2017-18,Khris Middleton,26,MIL,7.94,1.69,1.88,-0.2
1322,2017-18,Will Barton,27,DEN,4.57,0.24,1.06,-0.82
1323,2017-18,Mike Scott,29,WAS,0.37,-1.93,-0.68,-1.25
1324,2017-18,Darius Miller,27,NOP,-0.63,-2.83,-0.37,-2.46
1325,2017-18,Kyle O'Quinn,27,NYK,3.36,1.33,-0.14,1.47
1326,2017-18,Kent Bazemore,28,ATL,2.95,0.16,-0.56,0.72
1327,2017-18,Justin Holiday,28,CHI,2.58,-0.6,-1.13,0.53
1328,2017-18,JaMychal Green,27,MEM,0.61,-1.73,-1.23,-0.5
1329,2017-18,Aron Baynes,31,BOS,2.16,-0.13,-1.94,1.81
1330,2017-18,Alex Len,24,PHO,2.43,0.31,-0.37,0.68
1331,2017-18,Allen Crabbe,25,BRK,2.24,-0.78,-0.13,-0.65
1332,2017-18,Andre Roberson,26,OKC,2.6,1.45,-1.49,2.93
1333,2017-18,Ben McLemore,24,MEM,-0.71,-3.34,-2.08,-1.26
1334,2017-18,Brandon Paul,26,SAS,0.1,-2.07,-2.45,0.38
1335,2017-18,CJ McCollum,26,POR,6.03,0.78,1.05,-0.27
1336,2017-18,Cody Zeller,25,CHO,1.03,0.16,-0.9,1.06
1337,2017-18,Dennis Schröder,24,ATL,3.86,0.48,1.42,-0.94
1338,2017-18,Dewayne Dedmon,28,ATL,1.43,-0.92,-1.91,0.98
1339,2017-18,Gorgui Dieng,28,MIN,0.92,-1.28,-1.71,0.43
1340,2017-18,Kelly Olynyk,26,MIA,4.47,1.46,0,1.46
1341,2017-18,Kentavious Caldwell-Pope,24,LAL,4.38,0.36,0.3,0.07
1342,2017-18,Mason Plumlee,27,DEN,2.21,0,-1.23,1.22
1343,2017-18,Michael Carter-Williams,26,CHO,1.83,0.99,-0.36,1.34
1344,2017-18,Mike Muscala,26,ATL,1.12,-0.73,-0.78,0.05
1345,2017-18,Otto Porter Jr.,24,WAS,6.69,1.82,0.73,1.09
1346,2017-18,Reggie Bullock Jr.,26,DET,1.63,-0.9,-0.39,-0.51
1347,2017-18,Robert Covington,27,PHI,8.49,2.75,0.16,2.59
1348,2017-18,Rudy Gobert,25,UTA,7.15,3.66,0.08,3.58
1349,2017-18,Shane Larkin,25,BOS,0.54,-1.28,-1.27,-0.01
1350,2017-18,Steven Adams,24,OKC,5.95,1.28,1.52,-0.24
1351,2017-18,Tim Hardaway Jr.,25,NYK,3.6,0.56,1.47,-0.92
1352,2017-18,Tony Snell,26,MIL,-0.36,-2.6,-1.77,-0.83
1353,2017-18,Trey Burke,25,NYK,1.45,0.46,2.47,-2.01
1354,2017-18,Victor Oladipo,25,IND,9.93,3.59,1.99,1.6
1355,2017-18,Giannis Antetokounmpo,23,MIL,12.59,4.68,3.46,1.22
1356,2017-18,James Ennis III,27,MEM/DET,1.06,-1.33,-1.26,-0.06
1357,2017-18,Alex Abrines,24,OKC,0.69,-1.41,-0.39,-1.02
1358,2017-18,Matthew Dellavedova,27,MIL,-0.03,-2.39,-1.2,-1.2
1359,2017-18,Joffrey Lauvergne,26,SAS,0.08,-2.09,-0.95,-1.14
1360,2017-18,Ian Clark,26,NOP,-0.78,-3.16,-1.52,-1.64
1361,2017-18,Troy Daniels,26,PHO,-0.11,-2.44,0,-2.44
1362,2017-18,Jonathon Simmons,28,ORL,-1.27,-3.3,-1.69,-1.61
1363,2017-18,Jamal Crawford,37,MIN,-1.17,-3.43,-0.29,-3.14
1364,2017-18,C.J. Williams,27,LAC,0.52,-1.22,-0.91,-0.3
1365,2017-18,Shabazz Napier,26,POR,1.69,-0.67,-0.24,-0.43
1366,2017-18,Zach LaVine,22,CHI,1.22,0.47,1.01,-0.55
1367,2017-18,Tyler Ennis,23,LAL,0.53,-1.14,-1.42,0.27
1368,2017-18,Elfrid Payton,23,ORL/PHO,3.16,0.31,0.64,-0.33
1369,2017-18,Jordan Clarkson,25,LAL/CLE,1.5,-1.12,0.65,-1.77
1370,2017-18,Gary Harris,23,DEN,5.15,1.04,1.02,0.02
1371,2017-18,Spencer Dinwiddie,24,BRK,6.54,1.96,1.31,0.65
1372,2017-18,Nik Stauskas,24,PHI/BRK,0.16,-1.87,-1.06,-0.81
1373,2017-18,Rodney Hood,25,UTA/CLE,0.57,-1.79,-0.16,-1.63
1374,2017-18,Khem Birch,25,ORL,1.38,1.27,0.36,0.91
1375,2017-18,Jerami Grant,23,OKC,2.2,-0.31,-0.28,-0.03
1376,2017-18,Joe Harris,26,BRK,1.47,-1.2,-0.21,-0.99
1377,2017-18,Doug McDermott,26,NYK/DAL,0.7,-1.72,-0.6,-1.12
1378,2017-18,Sean Kilpatrick,28,BRK/MIL/LAC/CHI,0.78,-0.47,0.05,-0.52
1379,2017-18,Aaron Gordon,22,ORL,4.4,1.15,0.81,0.33
1380,2017-18,T.J. Warren,24,PHO,1.84,-1.02,0.45,-1.48
1381,2017-18,Marcus Smart,23,BOS,2.69,0.19,-0.62,0.81
1382,2017-18,Kyle Anderson,24,SAS,5.17,1.61,-0.65,2.26
1383,2017-18,Dwight Powell,26,DAL,4.25,1.51,-0.04,1.54
1384,2017-18,Noah Vonleh,22,POR/CHI,1.3,-0.08,-1.13,1.05
1385,2017-18,Julius Randle,23,LAL,2.35,-0.7,0.36,-1.06
1386,2017-18,Andrew Wiggins,22,MIN,5.42,0.42,0.96,-0.55
1387,2017-18,Jabari Parker,22,MIL,0.63,-1.05,0.84,-1.88
1388,2017-18,Joel Embiid,23,PHI,6.82,3.08,1.73,1.35
1389,2017-18,Eric Moreland,26,DET,1.82,1.08,-2.02,3.1
1390,2017-18,Josh Huestis,26,OKC,-0.13,-2.54,-2.47,-0.07
1391,2017-18,Dario Šarić,23,PHI,3.67,0.07,0.51,-0.44
1392,2017-18,Clint Capela,23,HOU,6.54,2.53,0.63,1.91
1393,2017-18,Bogdan Bogdanović,25,SAC,1.26,-1.45,-0.9,-0.55
1394,2017-18,Jusuf Nurkić,23,POR,4.72,1.08,-1.19,2.27
1395,2017-18,Nikola Jokić,22,DEN,11,4.57,3.27,1.3
1396,2017-18,Kristaps Porziņģis,22,NYK,4.34,1.89,1.01,0.88
1397,2017-18,Tyler Johnson,25,MIA,2.98,-0.13,-0.37,0.24
1398,2017-18,Tim Frazier,27,WAS,1.5,0.37,-0.76,1.12
1399,2017-18,Tarik Black,26,HOU,0.21,-1.73,-2.13,0.4
1400,2017-18,Langston Galloway,26,DET,1.16,-0.29,-0.31,0.02
1401,2017-18,Joe Ingles,30,UTA,6.29,1.35,0.58,0.77
1402,2017-18,T.J. McConnell,25,PHI,0.41,-1.96,-1.6,-0.37
1403,2017-18,Tyson Chandler,35,PHO,1.14,-0.82,-1.72,0.9
1404,2017-18,Pau Gasol,37,SAS,4.31,1.26,0.03,1.23
1405,2017-18,Joe Johnson,36,UTA/HOU,-0.26,-2.67,-1.43,-1.24
1406,2017-18,Zach Randolph,36,SAC,1.03,-1.3,-0.56,-0.74
1407,2017-18,Tony Parker,35,SAS,0.57,-1.52,-0.91,-0.61
1408,2017-18,Nene,35,HOU,1.43,0.52,-0.73,1.25
1409,2017-18,LeBron James,33,CLE,14.28,4.92,5.36,-0.43
1410,2017-18,Carmelo Anthony,33,OKC,6,1.29,1.27,0.01
1411,2017-18,Dwyane Wade,36,CLE/MIA,2.58,0.21,0.65,-0.44
1412,2017-18,David West,37,GSW,2.05,0.77,-0.38,1.15
1413,2017-18,Zaza Pachulia,33,GSW,1.74,0.37,-0.95,1.33
1414,2017-18,Kyle Korver,36,CLE,3.06,0.61,1.4,-0.79
1415,2017-18,Dwight Howard,32,CHO,6.33,1.55,-0.03,1.58
1416,2017-18,Shaun Livingston,32,GSW,0.03,-2.29,-1.49,-0.81
1417,2017-18,Devin Harris,34,DAL/DEN,1.56,-0.57,0.1,-0.67
1418,2017-18,Andre Iguodala,34,GSW,2.62,0.11,-0.35,0.46
1419,2017-18,JR Smith,32,CLE,1.12,-1.57,-0.34,-1.23
1420,2017-18,Jameer Nelson,35,NOP/DET,-0.39,-2.92,-1.7,-1.22
1421,2017-18,Trevor Ariza,32,HOU,3.42,-0.05,-0.45,0.4
1422,2018-19,Marvin Williams,32,CHO,3.98,0.5,-0.1,0.6
1423,2018-19,Chris Paul,33,HOU,6.48,3.01,1.93,1.08
1424,2018-19,Gerald Green,33,HOU,0.32,-2.03,0.27,-2.3
1425,2018-19,CJ Miles,31,TOR/MEM,0.13,-2.13,-1.12,-1.01
1426,2018-19,Ersan Ilyasova,31,MIL,2.35,0.56,-0.2,0.75
1427,2018-19,Lou Williams,32,LAC,3.4,0.25,3.02,-2.77
1428,2018-19,Amir Johnson,31,PHI,0.46,-1.04,-1.38,0.34
1429,2018-19,Marcin Gortat,34,LAC,0.65,-1.04,-1.92,0.88
1430,2018-19,Jose Calderon,37,DET,-0.11,-2.64,-2.3,-0.34
1431,2018-19,Jahlil Okafor,23,NOP,1.08,-0.6,-0.55,-0.05
1432,2018-19,Emmanuel Mudiay,22,NYK,-0.46,-2.81,-0.95,-1.86
1433,2018-19,Tyus Jones,22,MIN,2.83,0.41,0.28,0.13
1434,2018-19,Montrezl Harrell,25,LAC,4.86,1.09,1.25,-0.17
1435,2018-19,Delon Wright,26,TOR/MEM,3.57,0.85,0.49,0.37
1436,2018-19,Sam Dekker,24,CLE/WAS,1.01,-0.41,-0.1,-0.31
1437,2018-19,D'Angelo Russell,22,BRK,5.62,1.15,1.79,-0.63
1438,2018-19,Karl-Anthony Towns,23,MIN,10.01,3.71,3.48,0.23
1439,2018-19,Richaun Holmes,25,PHO,1.5,-0.42,-0.84,0.42
1440,2018-19,Justise Winslow,22,MIA,3.08,0.05,-1.05,1.1
1441,2018-19,Willie Cauley-Stein,25,SAC,5.65,1.55,-0.12,1.67
1442,2018-19,Kelly Oubre Jr.,23,WAS/PHO,2.14,-0.65,-0.29,-0.36
1443,2018-19,Frank Kaminsky,25,CHO,1.32,0.32,0.71,-0.39
1444,2018-19,Devin Booker,22,PHO,1.21,-1.53,1.93,-3.46
1445,2018-19,Cameron Payne,24,CHI/CLE,0.21,-1.91,-1.63,-0.28
1446,2018-19,Myles Turner,22,IND,6.45,2.31,-0.86,3.17
1447,2018-19,Trey Lyles,23,DEN,1.14,-0.79,-0.47,-0.33
1448,2018-19,Stanley Johnson,22,DET/NOP,-0.19,-2.62,-2.68,0.06
1449,2018-19,Jerian Grant,26,ORL,0.42,-1.67,-1.7,0.02
1450,2018-19,Bobby Portis,23,CHI/WAS,1.14,-1.01,-0.49,-0.52
1451,2018-19,Kevon Looney,22,GSW,3.44,1.19,0.93,0.26
1452,2018-19,Rondae Hollis-Jefferson,24,BRK,1.74,-0.19,-0.97,0.78
1453,2018-19,Terry Rozier,24,BOS,2.06,-0.6,-0.6,0
1454,2018-19,Norman Powell,25,TOR,1.14,-0.81,-0.37,-0.44
1455,2018-19,Chasson Randle,25,WAS,0.26,-1.83,-0.59,-1.24
1456,2018-19,Quinn Cook,25,GSW,0.09,-2.24,-0.68,-1.56
1457,2018-19,Pat Connaughton,26,MIL,1.94,0,0.52,-0.52
1458,2018-19,Willy Hernangomez,24,CHO,1.33,0.14,0.56,-0.41
1459,2018-19,Josh Richardson,25,MIA,5.37,0.87,0.23,0.64
1460,2018-19,Treveon Graham,25,BRK,0.73,-0.8,-1.13,0.34
1461,2018-19,Larry Nance Jr.,26,CLE,2.99,0.19,-0.57,0.76
1462,2018-19,Mario Hezonja,23,NYK,1.1,-0.96,-1.08,0.12
1463,2018-19,Royce O'Neale,25,UTA,1.25,-1.21,-2.15,0.94
1464,2018-19,Cedi Osman,23,CLE,-0.4,-2.62,-1.41,-1.21
1465,2018-19,Cristiano Felicio,26,CHI,-0.08,-2.54,-1.33,-1.22
1466,2018-19,Boban Marjanović,30,LAC/PHI,1.66,1.36,0.94,0.42
1467,2018-19,Ben Simmons,22,PHI,7.14,1.69,1.26,0.42
1468,2018-19,Dragan Bender,21,PHO,0.3,-1.8,-1.81,0
1469,2018-19,Domantas Sabonis,22,IND,5.02,1.82,0.63,1.19
1470,2018-19,Malik Beasley,22,DEN,1.88,-0.82,0.28,-1.1
1471,2018-19,Kris Dunn,24,CHI,0.79,-1.49,-1.75,0.26
1472,2018-19,Buddy Hield,26,SAC,3.81,-0.13,1.32,-1.45
1473,2018-19,Brandon Ingram,21,LAL,0.93,-1.55,-0.42,-1.13
1474,2018-19,Caris LeVert,24,BRK,1.94,0.43,0.87,-0.44
1475,2018-19,Thon Maker,21,MIL/DET,0.85,-1.02,-1.44,0.43
1476,2018-19,Jamal Murray,21,DEN,5.12,0.84,1.52,-0.68
1477,2018-19,Jakob Poeltl,23,SAS,2.94,1.17,-0.24,1.41
1478,2018-19,Taurean Prince,24,ATL,0.23,-2.14,-1.41,-0.73
1479,2018-19,Jaylen Brown,22,BOS,2.6,-0.28,-0.65,0.37
1480,2018-19,DeAndre' Bembry,24,ATL,0.61,-1.87,-2.14,0.26
1481,2018-19,Malcolm Brogdon,26,MIL,4.83,1.68,1.43,0.25
1482,2018-19,Cheick Diallo,22,NOP,0.76,-1.06,-1.66,0.6
1483,2018-19,Jake Layman,24,POR,1.24,-0.93,-1.12,0.19
1484,2018-19,Georges Niang,25,UTA,0.16,-1.88,-0.49,-1.39
1485,2018-19,Wayne Selden,24,MEM/CHI,0.07,-2.29,-1.34,-0.96
1486,2018-19,Pascal Siakam,24,TOR,6.82,1.74,0.81,0.93
1487,2018-19,Furkan Korkmaz,21,PHI,0.84,-0.46,0.03,-0.49
1488,2018-19,Timothe Luwawu-Cabarrot,23,OKC/CHI,0.07,-2.2,-1.55,-0.65
1489,2018-19,Ante Zizic,22,CLE,0.79,-1.24,-1.4,0.16
1490,2018-19,Yogi Ferrell,25,SAC,0.75,-1.28,-0.5,-0.78
1491,2018-19,Tyrone Wallace,24,LAC,-0.02,-2.41,-2.14,-0.28
1492,2018-19,Juancho Hernangomez,23,DEN,1.4,-0.78,-0.8,0.02
1493,2018-19,Ivica Zubac,21,LAL/LAC,1.45,-0.22,-1.24,1.02
1494,2018-19,Dorian Finney-Smith,25,DAL,1.5,-1.2,-0.78,-0.42
1495,2018-19,Fred VanVleet,24,TOR,3.57,0.74,0.69,0.05
1496,2018-19,Abdel Nader,25,OKC,-0.44,-3.36,-2.61,-0.75
1497,2018-19,Ryan Arcidiacono,24,CHI,2.37,-0.51,-0.67,0.17
1498,2018-19,Bryn Forbes,25,SAS,2.28,-0.83,-1.12,0.28
1499,2018-19,Danuel House Jr.,25,HOU,0.49,-1.59,-0.33,-1.25
1500,2018-19,Derrick Jones Jr.,21,MIA,1.76,-0.02,-0.34,0.32
1501,2018-19,Shaquille Harrison,25,CHI,0.6,-1.72,-2.23,0.51
1502,2018-19,Alex Caruso,24,LAL,0.71,-0.32,-0.14,-0.17
1503,2018-19,David Nwaba,26,CLE,1.32,-0.31,-1.13,0.82
1504,2018-19,Alfonzo McKinnie,26,GSW,0.51,-1.59,-0.94,-0.65
1505,2018-19,Lonzo Ball,21,LAL,2.18,-0.02,-0.92,0.9
1506,2018-19,Josh Jackson,21,PHO,-0.79,-3,-2.34,-0.66
1507,2018-19,De'Aaron Fox,21,SAC,5.77,1.11,1.15,-0.05
1508,2018-19,Jayson Tatum,20,BOS,6.14,1.47,0.17,1.3
1509,2018-19,Malik Monk,20,CHO,0.48,-1.78,-0.67,-1.1
1510,2018-19,Jonathan Isaac,21,ORL,3.94,0.66,-1.08,1.74
1511,2018-19,Dennis Smith Jr.,21,DAL/NYK,0.42,-1.93,-1.44,-0.5
1512,2018-19,Frank Ntilikina,20,NYK,0.15,-2.11,-2.33,0.22
1513,2018-19,Lauri Markkanen,21,CHI,3.08,0.44,1.02,-0.58
1514,2018-19,Donovan Mitchell,22,UTA,6.02,1.18,1,0.18
1515,2018-19,Luke Kennard,22,DET,0.43,-1.91,-0.88,-1.03
1516,2018-19,Zach Collins,21,POR,1.02,-1.2,-1.68,0.48
1517,2018-19,John Collins,21,ATL,2.83,0.01,1.36,-1.35
1518,2018-19,Justin Jackson,23,SAC/DAL,0.29,-2.09,-1.06,-1.04
1519,2018-19,OG Anunoby,21,TOR,0.99,-1.24,-1.4,0.16
1520,2018-19,Harry Giles III,20,SAC,0.15,-2.08,-1.71,-0.37
1521,2018-19,Jarrett Allen,20,BRK,4.22,0.72,-0.29,1.01
1522,2018-19,T.J. Leaf,21,IND,0.47,-0.97,-0.48,-0.49
1523,2018-19,Bam Adebayo,21,MIA,4.53,1.26,-1.34,2.6
1524,2018-19,Terrance Ferguson,20,OKC,0.98,-1.58,-1.48,-0.11
1525,2018-19,D.J. Wilson,22,MIL,1.15,-0.36,-0.7,0.34
1526,2018-19,Jordan Bell,24,GSW,0.93,-0.55,-1.3,0.75
1527,2018-19,Ivan Rabb,21,MEM,0.63,-1.02,-1.41,0.39
1528,2018-19,Kyle Kuzma,23,LAL,3.3,-0.18,0.78,-0.96
1529,2018-19,Semi Ojeleye,24,BOS,0.11,-2.08,-1.28,-0.8
1530,2018-19,Derrick White,24,SAS,3.73,0.94,-0.5,1.44
1531,2018-19,Frank Jackson,20,NOP,-0.54,-3.09,-1.16,-1.94
1532,2018-19,Josh Hart,23,LAL,1.21,-1.27,-1.61,0.34
1533,2018-19,Dwayne Bacon,23,CHO,0.3,-1.76,-0.94,-0.82
1534,2018-19,Wes Iwundu,24,ORL,-0.16,-2.57,-2.53,-0.04
1535,2018-19,Jonah Bolden,23,PHI,0.56,-1.03,-1.33,0.3
1536,2018-19,Tyler Dorsey,22,ATL/MEM,0.45,-1.36,-0.36,-1
1537,2018-19,Thomas Bryant,21,WAS,3.27,0.98,0.55,0.43
1538,2018-19,Monté Morris,23,DEN,3.57,0.41,0.91,-0.49
1539,2018-19,Damyean Dotson,24,NYK,-1.21,-3.32,-1.54,-1.78
1540,2018-19,Sterling Brown,23,MIL,0.49,-1.63,-1.06,-0.57
1541,2018-19,Luke Kornet,23,NYK,1.47,0.52,-0.53,1.04
1542,2018-19,Daniel Theis,26,BOS,2.07,1.13,0.18,0.96
1543,2018-19,Maxi Kleber,27,DAL,3.03,0.72,-0.34,1.07
1544,2018-19,Antonio Blakeney,22,CHI,-0.62,-3.54,-1.72,-1.83
1545,2018-19,Torrey Craig,28,DEN,1.46,-0.87,-0.95,0.09
1546,2018-19,Isaiah Briscoe,22,ORL,-0.11,-2.68,-2.63,-0.06
1547,2018-19,Marvin Bagley III,19,SAC,0.77,-1.6,0.07,-1.67
1548,2018-19,Mo Bamba,20,ORL,0.99,-0.38,-2.22,1.84
1549,2018-19,Keita Bates-Diop,23,MIN,0.21,-1.71,-1.42,-0.29
1550,2018-19,Mikal Bridges,22,PHO,1.87,-1.17,-1.17,-0.01
1551,2018-19,Miles Bridges,20,CHO,2.04,-0.52,-0.67,0.15
1552,2018-19,Bruce Brown,22,DET,0.04,-2.32,-3.14,0.81
1553,2018-19,Troy Brown Jr.,19,WAS,0.81,-0.65,-0.25,-0.41
1554,2018-19,Jalen Brunson,22,DAL,1.41,-1,-0.3,-0.7
1555,2018-19,Jevon Carter,23,MEM,0.18,-1.89,-1.73,-0.16
1556,2018-19,Wendell Carter Jr.,19,CHI,1.71,0,-2.06,2.06
1557,2018-19,Hamidou Diallo,20,OKC,0.02,-2.32,-1.56,-0.77
1558,2018-19,Shai Gilgeous-Alexander,20,LAC,1.44,-1.34,-2.06,0.72
1559,2018-19,Devonte' Graham,23,CHO,0.77,-0.61,0.43,-1.04
1560,2018-19,Aaron Holiday,22,IND,0.19,-1.92,-0.95,-0.97
1561,2018-19,Kevin Huerter,20,ATL,1.76,-1.04,-0.7,-0.34
1562,2018-19,Chandler Hutchison,22,CHI,0.09,-2.22,-2.66,0.45
1563,2018-19,Jaren Jackson Jr.,19,MEM,1.55,-0.79,-1.82,1.03
1564,2018-19,Kevin Knox II,19,NYK,-3.98,-5.36,-2.64,-2.72
1565,2018-19,De'Anthony Melton,20,PHO,0.93,-0.91,-1.87,0.97
1566,2018-19,Josh Okogie,20,MIN,2.67,-0.02,-0.88,0.86
1567,2018-19,Mitchell Robinson,20,NYK,2.95,0.96,-1.1,2.06
1568,2018-19,Collin Sexton,20,CLE,-2.09,-3.63,-1.34,-2.3
1569,2018-19,Landry Shamet,21,PHI/LAC,1.12,-1.41,-0.46,-0.95
1570,2018-19,Omari Spellman,21,ATL,0.33,-1.73,-1.28,-0.45
1571,2018-19,Allonzo Trier,23,NYK,-1.42,-3.91,-1.71,-2.2
1572,2018-19,Kenrich Williams,24,NOP,1.54,-0.17,-0.78,0.61
1573,2018-19,Trae Young,20,ATL,1.26,-1.59,0.8,-2.38
1574,2018-19,Deandre Ayton,20,PHO,2.72,-0.45,-0.65,0.2
1575,2018-19,Luka Dončić,19,DAL,5.74,1.43,1.71,-0.28
1576,2018-19,Elie Okobo,21,PHO,-0.33,-2.91,-1.96,-0.96
1577,2018-19,Rodions Kurucs,20,BRK,1.17,-0.98,-1.05,0.08
1578,2018-19,Gary Clark,24,HOU,0.33,-1.56,-1.25,-0.32
1579,2018-19,Vince Carter,42,ATL,0.69,-1.57,-1.47,-0.1
