Season,Team,PG_Team_G,PG_Team_MP,PG_Team_FG,PG_Team_FGA,PG_Team_FG%,PG_Team_3P,PG_Team_3PA,PG_Team_3P%,PG_Team_2P,PG_Team_2PA,PG_Team_2P%,PG_Team_FT,PG_Team_FTA,PG_Team_FT%,PG_Team_ORB,PG_Team_DRB,PG_Team_TRB,PG_Team_AST,PG_Team_STL,PG_Team_BLK,PG_Team_TOV,PG_Team_PF,PG_Team_PTS,PG_Opp_G,PG_Opp_MP,PG_Opp_FG,PG_Opp_FGA,PG_Opp_FG%,PG_Opp_3P,PG_Opp_3PA,PG_Opp_3P%,PG_Opp_2P,PG_Opp_2PA,PG_Opp_2P%,PG_Opp_FT,PG_Opp_FTA,PG_Opp_FT%,PG_Opp_ORB,PG_Opp_DRB,PG_Opp_TRB,PG_Opp_AST,PG_Opp_STL,PG_Opp_BLK,PG_Opp_TOV,PG_Opp_PF,PG_Opp_PTS,Tot_Team_G,Tot_Team_MP,Tot_Team_FG,Tot_Team_FGA,Tot_Team_FG%,Tot_Team_3P,Tot_Team_3PA,Tot_Team_3P%,Tot_Team_2P,Tot_Team_2PA,Tot_Team_2P%,Tot_Team_FT,Tot_Team_FTA,Tot_Team_FT%,Tot_Team_ORB,Tot_Team_DRB,Tot_Team_TRB,Tot_Team_AST,Tot_Team_STL,Tot_Team_BLK,Tot_Team_TOV,Tot_Team_PF,Tot_Team_PTS,Tot_Opp_G,Tot_Opp_MP,Tot_Opp_FG,Tot_Opp_FGA,Tot_Opp_FG%,Tot_Opp_3P,Tot_Opp_3PA,Tot_Opp_3P%,Tot_Opp_2P,Tot_Opp_2PA,Tot_Opp_2P%,Tot_Opp_FT,Tot_Opp_FTA,Tot_Opp_FT%,Tot_Opp_ORB,Tot_Opp_DRB,Tot_Opp_TRB,Tot_Opp_AST,Tot_Opp_STL,Tot_Opp_BLK,Tot_Opp_TOV,Tot_Opp_PF,Tot_Opp_PTS,Adv_Age,Adv_W,Adv_L,Adv_PW,Adv_PL,Adv_MOV,Adv_SOS,Adv_SRS,Adv_ORtg,Adv_DRtg,Adv_NRtg,Adv_Pace,Adv_FTr,Adv_3PAr,Adv_TS%,Adv_Offense Four Factors_eFG%,Adv_Offense Four Factors_TOV%,Adv_Offense Four Factors_ORB%,Adv_Offense Four Factors_FT/FGA,Adv_Defense Four Factors_eFG%,Adv_Defense Four Factors_TOV%,Adv_Defense Four Factors_DRB%,Adv_Defense Four Factors_FT/FGA,Adv_Arena,Adv_Attend.,Adv_Attend./G
2021-22,Minnesota Timberwolves,82,241.2,41.6,91.0,0.457,14.8,41.3,0.358,26.8,49.7,0.54,18.0,23.1,0.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,82,241.2,40.2,87.4,0.46,13.1,37.3,0.35,27.2,50.0,0.543,19.8,25.4,0.78,11.0,34.9,45.9,26.2,7.2,4.8,16.3,20.9,113.3,82,19780,3411,7458,0.457,1211,3386,0.358,2200,4072,0.54,1474,1894,0.778,921,2700,3621,2106,721,460,1175,1786,9507,82,19780,3298,7163,0.46,1071,3062,0.35,2227,4101,0.543,1624,2081,0.78,904,2858,3762,2149,593,397,1339,1715,9291,24.2,46.0,36.0,48,34,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,Target Center,657148.0,16028.0
2021-22,New Orleans Pelicans,82,240.9,40.2,88.0,0.457,10.6,32.1,0.332,29.5,55.9,0.528,18.3,23.2,0.789,12.0,33.2,45.2,25.0,8.3,4.0,14.1,19.7,109.3,82,240.9,40.3,85.5,0.471,13.0,35.5,0.365,27.3,50.0,0.546,16.8,21.4,0.786,9.3,32.5,41.8,24.9,7.4,4.8,14.2,20.5,110.3,82,19755,3294,7212,0.457,873,2629,0.332,2421,4583,0.528,1501,1903,0.789,981,2726,3707,2047,680,328,1153,1612,8962,82,19755,3301,7009,0.471,1064,2913,0.365,2237,4096,0.546,1377,1753,0.786,759,2666,3425,2039,605,391,1164,1681,9043,25.6,36.0,46.0,38,44,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,Smoothie King Center,635941.0,15511.0
2021-22,New York Knicks,82,241.2,37.7,86.2,0.437,13.2,36.9,0.357,24.5,49.3,0.497,18.0,24.1,0.744,11.5,34.6,46.1,21.9,7.0,4.9,13.3,20.4,106.5,82,241.2,38.5,86.0,0.447,12.7,37.0,0.342,25.8,49.0,0.527,17.0,22.3,0.764,9.3,34.3,43.6,24.2,7.0,4.6,12.7,20.4,106.6,82,19780,3088,7069,0.437,1082,3029,0.357,2006,4040,0.497,1473,1980,0.744,941,2841,3782,1793,570,399,1087,1672,8731,82,19780,3154,7050,0.447,1038,3032,0.342,2116,4018,0.527,1395,1826,0.764,766,2812,3578,1982,572,379,1039,1671,8741,26.0,37.0,45.0,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,0.28,0.428,0.55,0.513,12.0,25.1,0.208,0.521,11.7,78.8,0.198,Madison Square Garden (IV),763484.0,18622.0
2021-22,Oklahoma City Thunder,82,241.5,38.3,89.1,0.43,12.1,37.4,0.323,26.2,51.8,0.507,15.0,19.9,0.756,10.4,35.2,45.6,22.2,7.6,4.6,14.0,18.3,103.7,82,241.5,41.4,90.5,0.458,13.6,38.7,0.353,27.8,51.8,0.536,15.3,19.9,0.771,11.0,37.3,48.4,26.1,8.5,6.0,13.2,17.8,111.8,82,19805,3141,7310,0.43,991,3066,0.323,2150,4244,0.507,1233,1632,0.756,854,2887,3741,1822,622,380,1145,1497,8506,82,19805,3398,7421,0.458,1118,3171,0.353,2280,4250,0.536,1256,1629,0.771,906,3060,3966,2142,695,490,1086,1463,9170,22.4,24.0,58.0,21,61,-8.1,0.2,-7.9,104.6,112.8,-8.2,98.6,0.223,0.419,0.53,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,Paycom Center,595112.0,14515.0
2021-22,Orlando Magic,82,241.2,38.3,88.3,0.434,12.2,36.9,0.331,26.1,51.4,0.507,15.5,19.7,0.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2,82,241.2,40.8,89.0,0.458,13.2,36.3,0.363,27.6,52.7,0.524,17.4,22.6,0.772,10.4,36.8,47.1,24.8,8.0,5.2,13.2,18.3,112.2,82,19780,3139,7240,0.434,999,3022,0.331,2140,4218,0.507,1270,1614,0.787,746,2885,3631,1947,555,367,1188,1612,8547,82,19780,3346,7300,0.458,1082,2979,0.363,2264,4321,0.524,1429,1851,0.772,852,3014,3866,2034,655,428,1079,1501,9203,23.3,22.0,60.0,21,61,-8.0,0.33,-7.67,104.5,112.5,-8.0,99.2,0.223,0.417,0.538,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,Amway Center,622881.0,15192.0
2021-22,Philadelphia 76ers,82,241.5,39.4,84.5,0.466,11.6,31.8,0.364,27.8,52.7,0.527,19.6,23.8,0.821,8.5,33.8,42.3,23.7,7.7,5.3,12.5,19.4,109.9,82,241.5,39.7,86.5,0.458,11.4,32.8,0.346,28.3,53.7,0.527,16.6,21.6,0.769,10.2,34.0,44.2,23.6,6.6,4.6,13.3,19.4,107.3,82,19805,3230,6932,0.466,950,2608,0.364,2280,4324,0.527,1605,1955,0.821,700,2770,3470,1945,633,435,1027,1590,9015,82,19805,3253,7097,0.458,931,2692,0.346,2322,4405,0.527,1364,1773,0.769,838,2784,3622,1932,542,379,1087,1594,8801,26.8,51.0,31.0,48,34,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,Wells Fargo Center,846867.0,20655.0
2021-22,Phoenix Suns,82,240.6,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8,82,240.6,39.2,88.3,0.444,11.6,34.2,0.34,27.6,54.1,0.51,17.3,22.7,0.761,10.5,33.9,44.5,22.9,7.5,4.0,14.7,18.9,107.3,82,19730,3581,7389,0.485,951,2616,0.364,2630,4773,0.551,1303,1635,0.797,801,2913,3714,2244,702,359,1060,1633,9416,82,19730,3216,7243,0.444,953,2805,0.34,2263,4438,0.51,1416,1861,0.761,863,2783,3646,1875,614,327,1206,1553,8801,27.5,64.0,18.0,59,23,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,Phoenix Suns Arena,663171.0,16175.0
2021-22,Portland Trail Blazers,82,240.6,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2,82,240.6,41.1,85.9,0.479,13.8,37.1,0.371,27.4,48.8,0.561,19.1,24.6,0.777,9.8,35.0,44.7,26.6,8.2,5.0,14.0,19.4,115.1,82,19730,3161,7144,0.442,1043,3017,0.346,2118,4127,0.513,1346,1771,0.76,854,2661,3515,1880,657,366,1187,1728,8711,82,19730,3373,7045,0.479,1129,3046,0.371,2244,3999,0.561,1564,2014,0.777,800,2868,3668,2184,672,409,1150,1589,9439,25.6,27.0,55.0,20,62,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,0.248,0.422,0.55,0.515,13.0,22.9,0.188,0.559,12.7,76.9,0.222,Moda Center,705608.0,17210.0
2021-22,Sacramento Kings,82,241.5,40.5,88.1,0.46,11.4,33.2,0.344,29.1,54.9,0.53,17.9,23.3,0.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3,82,241.5,43.4,90.6,0.479,13.0,34.9,0.372,30.4,55.7,0.547,15.9,20.5,0.776,10.6,35.3,45.8,25.3,8.1,4.8,13.5,20.3,115.8,82,19805,3321,7223,0.46,937,2722,0.344,2384,4501,0.53,1466,1908,0.768,784,2737,3521,1943,588,369,1156,1552,9045,82,19805,3561,7429,0.479,1065,2864,0.372,2496,4565,0.547,1306,1682,0.776,866,2891,3757,2077,668,395,1106,1665,9493,25.8,30.0,52.0,28,54,-5.46,0.2,-5.26,109.9,115.3,-5.4,99.8,0.264,0.377,0.561,0.525,12.5,21.3,0.203,0.551,11.9,76.0,0.176,Golden 1 Center,577583.0,14087.0
2021-22,San Antonio Spurs,82,241.5,43.2,92.7,0.467,11.3,32.0,0.352,32.0,60.7,0.527,15.4,20.4,0.754,11.0,34.3,45.3,27.9,7.6,4.9,12.7,18.1,113.2,82,241.5,42.5,91.2,0.466,12.1,33.6,0.36,30.4,57.5,0.528,16.0,20.9,0.767,11.4,35.4,46.8,24.0,7.3,4.9,13.8,18.9,113.0,82,19805,3546,7601,0.467,925,2626,0.352,2621,4975,0.527,1262,1673,0.754,901,2815,3716,2289,626,403,1043,1483,9279,82,19805,3482,7475,0.466,992,2756,0.36,2490,4719,0.528,1313,1711,0.767,933,2902,3835,1970,601,403,1131,1553,9269,24.5,34.0,48.0,41,41,0.12,-0.1,0.02,112.4,112.3,0.1,100.0,0.22,0.345,0.556,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,AT&T Center,615588.0,15014.0
2021-22,Toronto Raptors,82,242.1,40.6,91.3,0.445,11.9,34.2,0.349,28.7,57.1,0.503,16.2,21.3,0.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4,82,242.1,39.0,84.4,0.462,12.4,34.9,0.354,26.6,49.5,0.538,16.8,21.2,0.789,10.3,33.7,44.0,25.3,6.7,5.1,15.8,19.1,107.1,82,19855,3332,7489,0.445,979,2808,0.349,2353,4681,0.503,1327,1749,0.759,1095,2622,3717,1809,738,376,1021,1607,8970,82,19855,3197,6919,0.462,1014,2861,0.354,2183,4058,0.538,1374,1742,0.789,847,2764,3611,2076,549,416,1298,1563,8782,24.8,48.0,34.0,47,35,2.29,0.08,2.38,112.9,110.5,2.4,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,Scotiabank Arena,547343.0,13350.0
2021-22,Utah Jazz,82,240.6,40.6,86.2,0.471,14.5,40.3,0.36,26.0,45.8,0.568,17.9,23.4,0.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6,82,240.6,40.4,89.2,0.453,12.1,34.6,0.35,28.3,54.6,0.518,14.6,19.3,0.758,9.9,31.7,41.6,23.4,7.8,4.3,12.0,20.3,107.6,82,19730,3327,7067,0.471,1192,3308,0.36,2135,3759,0.568,1470,1916,0.767,884,2916,3800,1836,588,402,1149,1547,9316,82,19730,3314,7318,0.453,994,2837,0.35,2320,4481,0.518,1199,1581,0.758,809,2599,3408,1917,636,352,982,1664,8821,29.3,49.0,33.0,56,26,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,Vivint Smart Home Arena,750546.0,18306.0
2021-22,Washington Wizards,82,241.8,40.6,86.0,0.472,10.5,30.6,0.342,30.1,55.4,0.543,17.0,21.7,0.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6,82,241.8,41.3,88.9,0.464,11.5,31.8,0.361,29.8,57.1,0.522,18.0,22.3,0.807,10.2,34.0,44.2,23.7,7.3,4.2,11.9,19.9,112.0,82,19830,3327,7056,0.472,860,2512,0.342,2467,4544,0.543,1393,1778,0.783,737,2798,3535,2052,522,406,1077,1545,8907,82,19830,3384,7287,0.464,941,2607,0.361,2443,4680,0.522,1475,1828,0.807,840,2786,3626,1941,598,344,972,1634,9184,25.9,35.0,47.0,32,50,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,0.252,0.356,0.568,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,Capital One Arena,637215.0,15542.0
2022-23,Atlanta Hawks,82,242.1,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,82,242.1,43.8,90.2,0.486,11.9,33.5,0.356,31.9,56.7,0.562,18.6,23.2,0.803,10.6,33.5,44.1,26.0,7.5,5.0,14.2,19.7,118.1,82,19855,3658,7574,0.483,882,2505,0.352,2776,5069,0.548,1513,1850,0.818,920,2719,3639,2049,580,401,1060,1541,9711,82,19855,3592,7398,0.486,979,2748,0.356,2613,4650,0.562,1524,1899,0.803,866,2751,3617,2131,616,414,1162,1612,9687,24.9,41.0,41.0,42,40,0.29,0.02,0.32,116.6,116.3,0.3,100.7,0.244,0.331,0.579,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,State Farm Arena,719787.0,17556.0
2022-23,Boston Celtics,82,243.7,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,82,243.7,41.8,90.2,0.463,11.6,33.7,0.345,30.1,56.5,0.534,16.2,21.1,0.769,9.7,34.3,44.0,23.1,6.6,3.9,12.7,19.1,111.4,82,19980,3460,7278,0.475,1315,3492,0.377,2145,3786,0.567,1436,1769,0.812,796,2921,3717,2186,521,430,1095,1542,9671,82,19980,3425,7394,0.463,954,2763,0.345,2471,4631,0.534,1332,1733,0.769,799,2810,3609,1895,544,318,1040,1568,9136,27.4,57.0,25.0,57,25,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,0.528,11.3,78.5,0.18,TD Garden,785396.0,19156.0
2022-23,Brooklyn Nets,82,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4,82,240.6,41.0,88.5,0.463,11.8,32.2,0.367,29.2,56.3,0.518,18.7,24.4,0.767,11.5,33.6,45.1,23.4,7.0,3.9,13.7,18.5,112.5,82,19730,3399,6978,0.487,1048,2771,0.378,2351,4207,0.559,1449,1811,0.8,674,2648,3322,2093,585,506,1127,1730,9295,82,19730,3360,7257,0.463,968,2640,0.367,2392,4617,0.518,1537,2003,0.767,943,2758,3701,1916,575,317,1126,1517,9225,28.0,45.0,37.0,43,39,0.85,0.18,1.03,115.0,114.1,0.9,98.3,0.26,0.397,0.598,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,Barclays Center,724439.0,17669.0
2022-23,Charlotte Hornets,82,241.8,41.3,90.4,0.457,10.7,32.5,0.33,30.5,57.9,0.528,17.6,23.6,0.749,11.0,33.5,44.5,25.1,7.7,5.2,14.2,20.3,111.0,82,241.8,43.0,90.1,0.477,12.2,34.3,0.357,30.7,55.8,0.55,19.0,24.0,0.795,10.9,35.3,46.2,25.9,7.0,5.7,14.4,20.3,117.2,82,19830,3385,7413,0.457,881,2669,0.33,2504,4744,0.528,1447,1933,0.749,901,2751,3652,2062,634,425,1164,1661,9098,82,19830,3522,7391,0.477,1004,2812,0.357,2518,4579,0.55,1562,1965,0.795,895,2892,3787,2127,573,471,1177,1667,9610,25.3,27.0,55.0,26,56,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,0.261,0.36,0.55,0.516,12.3,23.8,0.195,0.544,12.5,75.5,0.211,Spectrum Center,702052.0,17123.0
2022-23,Chicago Bulls,82,242.7,42.5,86.8,0.49,10.4,28.9,0.361,32.1,57.9,0.555,17.6,21.8,0.809,8.5,33.9,42.4,24.5,7.9,4.5,13.4,18.9,113.1,82,242.7,40.7,87.1,0.468,13.2,37.1,0.357,27.5,50.0,0.55,17.1,22.0,0.779,9.6,33.7,43.3,26.0,6.7,4.7,15.0,18.7,111.8,82,19905,3488,7116,0.49,854,2367,0.361,2634,4749,0.555,1446,1788,0.809,694,2779,3473,2006,644,371,1097,1551,9276,82,19905,3339,7142,0.468,1086,3042,0.357,2253,4100,0.55,1406,1806,0.779,791,2763,3554,2131,546,389,1234,1537,9170,27.5,40.0,42.0,44,38,1.29,0.07,1.37,113.5,112.2,1.3,98.5,0.251,0.333,0.587,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,United Center,841632.0,20528.0
2022-23,Cleveland Cavaliers,82,242.4,41.6,85.2,0.488,11.6,31.6,0.367,30.0,53.6,0.559,17.5,22.5,0.78,9.7,31.4,41.1,24.9,7.1,4.7,13.3,19.0,112.3,82,242.4,39.0,83.5,0.468,11.3,30.6,0.368,27.8,52.9,0.525,17.5,22.4,0.782,9.8,31.5,41.2,23.0,7.0,4.4,15.7,20.4,106.9,82,19880,3408,6984,0.488,950,2589,0.367,2458,4395,0.559,1439,1844,0.78,795,2574,3369,2045,586,384,1094,1560,9205,82,19880,3201,6847,0.468,924,2508,0.368,2277,4339,0.525,1438,1838,0.782,801,2580,3381,1888,575,360,1284,1675,8764,25.4,51.0,31.0,55,27,5.38,-0.15,5.23,116.1,110.6,5.5,95.7,0.264,0.371,0.59,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,Rocket Mortgage Fieldhouse,777280.0,18958.0
2022-23,Dallas Mavericks,82,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2,82,243.0,41.8,86.2,0.485,11.1,31.7,0.352,30.6,54.5,0.562,19.5,25.0,0.781,10.1,34.6,44.7,24.9,6.4,3.8,13.1,21.8,114.1,82,19930,3283,6909,0.475,1246,3362,0.371,2037,3547,0.574,1554,2057,0.755,625,2556,3181,1880,514,304,1002,1697,9366,82,19930,3425,7065,0.485,913,2596,0.352,2512,4469,0.562,1597,2046,0.781,830,2838,3668,2044,522,312,1075,1789,9360,27.8,38.0,44.0,41,41,0.07,-0.22,-0.14,116.8,116.7,0.1,96.6,0.298,0.487,0.599,0.565,11.4,18.0,0.225,0.549,11.9,75.5,0.226,American Airlines Center,827282.0,20178.0
2022-23,Denver Nuggets,82,240.9,43.6,86.4,0.504,11.8,31.2,0.379,31.8,55.2,0.575,16.8,22.4,0.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,115.8,82,240.9,41.7,87.4,0.478,11.4,33.1,0.344,30.4,54.3,0.559,17.6,22.7,0.775,10.1,30.7,40.8,25.7,7.9,4.2,13.5,19.5,112.5,82,19755,3574,7088,0.504,969,2559,0.379,2605,4529,0.575,1378,1834,0.751,828,2699,3527,2368,618,368,1192,1525,9495,82,19755,3423,7166,0.478,933,2711,0.344,2490,4455,0.559,1443,1861,0.775,832,2516,3348,2105,646,344,1105,1601,9222,26.6,53.0,29.0,49,33,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,Ball Arena,788635.0,19235.0
2022-23,Detroit Pistons,82,241.5,39.6,87.1,0.454,11.4,32.4,0.351,28.2,54.6,0.516,19.8,25.7,0.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,110.3,82,241.5,43.1,88.1,0.489,12.0,33.3,0.36,31.1,54.8,0.568,20.4,26.2,0.777,11.0,33.7,44.7,25.8,7.7,5.5,13.5,21.0,118.5,82,19805,3244,7140,0.454,934,2659,0.351,2310,4481,0.516,1623,2106,0.771,916,2564,3480,1884,574,308,1237,1813,9045,82,19805,3533,7222,0.489,984,2732,0.36,2549,4490,0.568,1669,2149,0.777,901,2767,3668,2112,631,453,1108,1718,9719,24.1,17.0,65.0,22,60,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,0.295,0.372,0.561,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,Little Caesars Arena,759715.0,18596.0
2022-23,Golden State Warriors,82,241.8,43.1,90.2,0.479,16.6,43.2,0.385,26.5,47.0,0.564,16.0,20.2,0.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9,82,241.8,42.4,90.5,0.469,12.9,35.5,0.364,29.5,55.0,0.536,19.4,25.2,0.769,10.7,32.6,43.3,25.7,7.9,4.0,14.3,18.4,117.1,82,19830,3538,7393,0.479,1363,3540,0.385,2175,3853,0.564,1314,1655,0.794,864,2793,3657,2446,588,323,1336,1757,9753,82,19830,3478,7423,0.469,1060,2915,0.364,2418,4508,0.536,1589,2067,0.769,880,2673,3553,2110,646,326,1172,1510,9605,27.3,44.0,38.0,45,37,1.8,-0.15,1.66,116.1,114.4,1.7,101.6,0.224,0.479,0.6,0.571,14.1,24.4,0.178,0.54,12.3,76.0,0.214,Chase Center,740624.0,18064.0
2022-23,Houston Rockets,82,240.9,40.6,88.9,0.457,10.4,31.9,0.327,30.2,56.9,0.53,19.1,25.3,0.754,13.4,32.9,46.3,22.4,7.3,4.6,16.2,20.5,110.7,82,240.9,42.4,88.1,0.482,14.5,38.8,0.374,27.9,49.3,0.567,19.2,24.2,0.794,10.5,31.0,41.5,26.1,8.8,6.2,13.2,20.6,118.6,82,19755,3329,7287,0.457,856,2619,0.327,2473,4668,0.53,1567,2078,0.754,1100,2695,3795,1835,600,374,1332,1679,9081,82,19755,3480,7226,0.482,1189,3183,0.374,2291,4043,0.567,1576,1986,0.794,861,2543,3404,2143,718,509,1079,1692,9725,22.1,22.0,60.0,23,59,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,0.285,0.359,0.554,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,Toyota Center,668865.0,16314.0
2022-23,Indiana Pacers,82,240.9,42.0,89.6,0.469,13.6,37.0,0.367,28.4,52.6,0.54,18.7,23.7,0.79,10.1,31.4,41.5,27.0,7.7,5.8,14.9,21.2,116.3,82,240.9,43.3,89.3,0.485,12.4,33.3,0.373,30.9,56.0,0.551,20.5,25.6,0.8,12.1,33.2,45.3,26.4,7.9,5.3,15.1,20.2,119.5,82,19755,3444,7345,0.469,1112,3030,0.367,2332,4315,0.54,1535,1944,0.79,832,2575,3407,2213,631,478,1225,1741,9535,82,19755,3549,7323,0.485,1019,2733,0.373,2530,4590,0.551,1679,2100,0.8,993,2721,3714,2163,650,438,1235,1660,9796,24.5,35.0,47.0,33,49,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,0.265,0.413,0.581,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,Gainbridge Fieldhouse,641562.0,15648.0
2022-23,League Average,82,241.8,42.0,88.3,0.475,12.3,34.2,0.361,29.6,54.1,0.548,18.4,23.5,0.782,10.4,33.0,43.4,25.3,7.3,4.7,14.1,20.0,114.7,82,241.8,42.0,88.3,0.475,12.3,34.2,0.361,29.6,54.1,0.548,18.4,23.5,0.782,10.4,33.0,43.4,25.3,7.3,4.7,14.1,20.0,114.7,82,19828,3442,7241,0.475,1012,2806,0.361,2430,4435,0.548,1508,1929,0.782,856,2706,3562,2076,598,382,1156,1638,9404,82,19828,3442,7241,0.475,1012,2806,0.361,2430,4435,0.548,1508,1929,0.782,856,2706,3562,2076,598,382,1156,1638,9404,26.3,,,41,41,0.0,0.0,0.0,114.8,114.8,,99.1,0.266,0.387,0.581,0.545,12.5,24.0,0.208,0.545,12.5,76.0,0.208,,739895.0,18008.0
2022-23,Los Angeles Clippers,82,241.8,41.1,86.1,0.477,12.7,33.4,0.381,28.4,52.7,0.539,18.7,23.9,0.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6,82,241.8,41.8,88.3,0.474,12.2,33.4,0.365,29.6,54.9,0.539,17.2,22.3,0.771,10.2,32.9,43.1,25.0,7.8,4.2,13.0,19.6,113.1,82,19830,3370,7059,0.477,1041,2735,0.381,2329,4324,0.539,1533,1962,0.781,803,2742,3545,1959,580,364,1167,1598,9314,82,19830,3430,7243,0.474,1000,2738,0.365,2430,4505,0.539,1413,1832,0.771,838,2699,3537,2048,640,343,1065,1607,9273,29.7,44.0,38.0,42,40,0.5,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,Crypto.com Arena,720543.0,17574.0
2022-23,Los Angeles Lakers,82,242.4,42.9,89.0,0.482,10.8,31.2,0.346,32.1,57.8,0.555,20.6,26.6,0.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,117.2,82,242.4,44.0,93.9,0.469,12.5,36.5,0.344,31.5,57.4,0.548,16.1,20.8,0.773,11.1,33.8,44.9,25.7,7.6,5.1,12.6,21.5,116.6,82,19880,3516,7298,0.482,885,2558,0.346,2631,4740,0.555,1691,2182,0.775,818,2930,3748,2072,526,378,1154,1466,9608,82,19880,3607,7698,0.469,1028,2991,0.344,2579,4707,0.548,1319,1706,0.773,908,2770,3678,2104,624,416,1035,1760,9561,27.9,43.0,39.0,42,40,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,Crypto.com Arena,763168.0,18614.0
